,Company,Investment_Date,Investment_Value,selling_value,number_of_stocks,stock_buying_value,stock_selling_value,percentage_change,net_profit
58,AMT,2012-03-14,102.69217827909853,238.87487076963816,1.6449171516435948,62.4300003051758,145.220001220703,1.3261252684739044,136.18269249053964
59,EVFM,2012-03-15,34.75509541110194,,,,,,
60,MARK,2012-03-15,67.24762561750984,103.0835292923511,11.060464878512564,6.07999992370605,9.31999969482422,0.5328947058840152,35.83590367484126
61,JCI,2012-03-17,6.332372661522135,,,,,,
62,FTC,2012-03-20,45.344087485842074,97.43444885875284,1.516017643502776,29.9099998474121,64.2699966430664,1.14877957107804,52.09036137291077
63,CERS,2012-03-21,126.0074762880387,127.465887749386,29.168396129849903,4.32000017166138,4.36999988555908,0.011574007386780223,1.4584114613472963
64,ATVI,2012-03-22,22.71072989055388,129.76002297590153,1.8168583912443104,12.5,71.4199981689453,4.713599853515624,107.04929308534766
65,BCPC,2012-03-28,19.85748692950991,51.917525480280574,0.6668061273220445,29.7800006866455,77.8600006103516,1.6145063403328606,32.06003855077066
66,PJH,2012-03-28,169.84020525380245,,,,,,
67,VSTO,2012-03-29,13.7274457411929,,,,,,
68,VBFC,2012-03-30,394.9021151037342,,,,,,
69,FDEU,2012-04-04,34.00976669109163,,,,,,
70,LNDC,2012-04-08,20.49754345954403,,,,,,
71,PFD,2012-04-08,54.93982794257944,,,,,,
72,TAX,2012-04-12,48.02487542740645,,,,,,
73,OCSLL,2012-04-13,26.369501614748778,,,,,,
74,MTT,2012-04-14,12.377191024250827,,,,,,
75,ELU,2012-04-16,90.93069236992524,,,,,,
76,PNBK,2012-04-17,151.13851252592195,,,,,,
77,KAR,2012-04-18,68.93102986728456,215.02125594368994,4.033413063302196,17.0900001525879,53.310001373291,2.1193681039972594,146.09022607640537
78,PWR,2012-04-18,19.643302753622514,33.4715197904093,0.9274458201410999,21.1800003051758,36.0900001525879,0.7039659883181641,13.82821703678679
79,PHX,2012-04-18,117.48586997300158,172.90373316781364,8.86685811116993,13.25,19.5,0.4716981132075472,55.41786319481206
80,SYMC,2012-04-20,2.2892577363953204,3.396801109017287,0.1257143246287873,18.2099990844727,27.0200004577637,0.483800209567452,1.1075433726219668
81,RCMT,2012-04-22,26.55751775422097,,,,,,
82,ANGI,2012-04-22,85.42532717648083,,,,,,
83,CDNA,2012-04-22,85.0988795479634,,,,,,
84,ALLE,2012-04-22,58.38168009991725,,,,,,
85,INSY,2012-04-24,0.3515909602305447,,,,,,
86,CSCO,2012-04-24,50.48007340427239,104.56221639219523,2.554659555645613,19.7600002288818,40.9300003051758,1.0713562667550633,54.082142987922836
87,TTWO,2012-04-24,164.60906856727624,1441.899537518737,11.850904571532793,13.8900003433228,121.669998168945,7.7595388885238,1277.2904689514608
88,SKT,2012-04-25,223.49075515596456,173.24357045455326,7.282201083963823,30.6900005340576,23.7900009155273,-0.2248289181641807,-50.2471847014113
89,BDGE,2012-04-26,34.88223177786758,59.05803506724733,1.7268430920985534,20.2000007629395,34.2000007629395,0.693069280753964,24.17580328937975
90,SNPS,2012-04-27,20.819629086975894,61.868748361406844,0.6862105795078597,30.3400001525879,90.1600036621094,1.9716546871677934,41.04911927443095
91,TDI,2012-04-30,6.102537315780738,5.777908464611662,0.24226030910677965,25.1900005340576,23.8500003814697,-0.05319571751402622,-0.32462885116907625
92,CVGW,2012-05-01,39.78699442156225,119.18083000235657,1.3858236046785648,28.7099990844727,86.0,1.9954720565111963,79.39383558079433
93,FISI,2012-05-02,103.79968203551822,194.73921303612767,6.123874770700429,16.9500007629395,31.7999992370605,0.876106065233338,90.93953100060945
94,TCBK,2012-05-06,361.8833946219573,,,,,,
95,BAS,2012-05-07,52.36507782030653,0.07370044157018268,0.00389331433608227,13450.0,18.9300003051758,-0.9985925650330725,-52.29137737873635
96,VECO,2012-05-08,26.38669772318759,12.003873916119591,0.727507510067854,36.2700004577637,16.5,-0.5450785830782054,-14.382823807068
97,TIF,2012-05-10,18.753421645789523,30.643852675555777,0.2904355232216728,64.5699996948242,105.51000213623,0.6340406169258115,11.890431029766255
98,BANF,2012-05-10,151.69239024502932,411.4762698387565,7.434079154151057,20.4050006866455,55.3499984741211,1.7125702823595648,259.7838795937272
99,IVR,2012-05-11,260.5716905436009,226.31611191843945,14.332876026928162,18.1800003051758,15.789999961853,-0.13146316299248748,-34.255578625161434
100,CUBE,2012-05-11,174.41885869044995,380.19872324572736,14.32010298196232,12.1800003051758,26.5499992370605,1.1798028384102974,205.7798645552774
101,GSBD,2012-05-13,61.835885330322284,,,,,,
102,NDP,2012-05-13,121.75873902880134,,,,,,
103,TEAM,2012-05-14,459.2336200344464,,,,,,
104,RWLK,2012-05-14,46.16329696562108,,,,,,
105,ALRM,2012-05-18,63.39211192359366,,,,,,
106,SYNA,2012-05-19,54.08088635298829,,,,,,
107,THC,2012-05-19,0.22145825216981635,,,,,,
108,FARO,2012-05-19,41.94794961367481,,,,,,
109,NANO,2012-05-21,31.348377606838152,52.14535051511923,2.1845558727175107,14.3500003814697,23.8700008392334,0.6634146484105304,20.79697290828108
110,ATEC,2012-05-24,21.632108768969545,3.5490178113316047,1.1266722869472268,19.2000007629395,3.15000009536743,-0.8359375015522048,-18.08309095763794
111,EZT,2012-05-24,37.801156424075415,,,,,,
112,ASA,2012-05-25,34.23490519998313,16.72875900453223,1.4949740511035126,22.8999996185303,11.1899995803833,-0.5113537219743646,-17.506146195450903
113,APEI,2012-05-27,100.24138276474956,,,,,,
114,USAP,2012-05-31,46.590889196469625,28.95088647289841,1.1322208376388272,41.1500015258789,25.5699996948242,-0.37861485427300806,-17.640002723571214
115,MAGS,2012-06-04,32.23899075121531,53.00308862377683,9.107059632379109,3.53999996185303,5.82000017166138,0.6440678628185275,20.76409787256152
116,PFBC,2012-06-07,60.08129077092427,301.54274651090964,4.734538436376333,12.6899995803833,63.689998626709,4.018912587291452,241.46145573998535
117,HT,2012-06-08,468.50999585503666,406.1317741636916,22.438219094154192,20.8799991607666,18.1000003814697,-0.13314170934070255,-62.37822169134506
118,AUPH,2012-06-08,65.44739195418278,,,,,,
119,MDCA,2012-06-09,5.142675113801113,,,,,,
120,TPC,2012-06-11,60.32763307156982,120.40390484086927,5.027302755964151,12.0,23.9500007629395,0.995833396911625,60.07627176929945
121,AY,2012-06-12,31.902973899512975,,,,,,
122,EXAS,2012-06-12,197.62971129456807,973.2518632228033,19.862282922914353,9.94999980926514,49.0,3.92462320997963,775.6221519282352
123,LBRDA,2012-06-13,10.357077254106148,,,,,,
124,EIX,2012-06-13,210.46735166836663,281.17086033421407,4.564462131477768,46.1100006103516,61.5999984741211,0.33593575490632355,70.70350866584744
125,XBIT,2012-06-15,9.590524743530658,,,,,,
126,SLGL,2012-06-16,83.99192226570739,,,,,,
127,HSON,2012-06-18,18.282695011294024,10.17849206970398,4.823930130689273,3.78999996185303,2.10999989509583,-0.4432717898856664,-8.104202941590044
128,AGX,2012-06-19,45.039002904429154,124.0930619560749,2.947578775622878,15.2799997329712,42.0999984741211,1.755235550382745,79.05405905164575
129,TSE,2012-06-21,131.26222964866247,,,,,,
130,TPRE,2012-06-24,47.52095989647363,,,,,,
131,PYDS,2012-06-24,15.927118552379886,,,,,,
132,PRGX,2012-06-25,46.60873816455121,47.82018316968905,6.376024422625207,7.30999994277954,7.5,0.02599180009681568,1.2114450051378398
133,FTGC,2012-07-02,165.93886848821617,,,,,,
134,RGNX,2012-07-02,82.7981655522088,,,,,,
135,DHR,2012-07-02,18.63478115180526,48.22408602521861,0.47195229870023586,39.4844589233398,102.180000305176,1.5878536287799048,29.58930487341335
136,AJXA,2012-07-05,9.77854333698105,,,,,,
137,MUA,2012-07-06,41.161821511918234,42.41192081111013,3.049023815697647,13.5,13.9099998474121,0.030370359067563,1.2500992991918949
138,CDR,2012-07-09,107.33477863661021,98.37323994348274,20.367130744797432,5.26999998092651,4.82999992370605,-0.08349147226051871,-8.961538693127466
139,JAGX,2012-07-10,30.232297674356893,,,,,,
140,EA,2012-07-11,72.80582694831989,780.2503984761224,6.26556176121828,11.6199998855591,124.529998779297,9.716867470373922,707.4445715278025
141,FEI,2012-07-11,75.10003593073411,,,,,,
142,ACH,2012-07-12,98.46521169057667,163.41456130077924,9.915932393199826,9.93000030517578,16.4799995422363,0.659617224145148,64.94934961020257
143,CAI,2012-07-12,53.7451333579862,71.3232189301437,2.8080007874531856,19.1399993896484,25.3999996185303,0.3270637632448167,17.578085572157498
144,AEH,2012-07-13,98.69135128842402,101.96907004856193,3.997219487795811,24.6900005340576,25.5100002288818,0.03321181357177722,3.2777187601379154
145,MIXT,2012-07-14,586.525048862052,,,,,,
146,CGO,2012-07-14,286.62744916710136,,,,,,
147,SGC,2012-07-14,5.6800166619048005,,,,,,
148,MXE,2012-07-15,136.68615914024795,,,,,,
149,IP,2012-07-16,33.66412318300514,69.10449675639104,1.111540916707146,30.2859954833984,62.1699981689453,1.052763898846398,35.440373573385905
150,IIF,2012-07-17,224.41552321635754,470.8469858508338,14.677274282292448,15.289999961853,32.0800018310547,1.098103460503012,246.43146263447625
151,SVA,2012-07-18,129.91933119995548,500.6936402563393,59.323893975075336,2.19000005722046,8.4399995803833,2.8538809862385657,370.7743090563838
152,VERU,2012-07-18,327.57981223725085,69.70988938999861,56.67470594228794,5.78000020980835,1.23000001907349,-0.7871972362585306,-257.86992284725227
153,NSIT,2012-07-18,100.86007207018085,224.4474487613025,6.142513495830971,16.4200000762939,36.5400009155273,1.2253350027861034,123.58737669112165
154,RBNC,2012-07-20,88.04343097226867,,,,,,
155,OBCI,2012-07-20,25.209216322783835,47.54066830034897,11.511057380874812,2.19000005722046,4.13000011444092,0.8858447518411031,22.331451977565134
156,VCIT,2012-07-21,9.772441516333929,,,,,,
157,TNC,2012-07-22,103.895189996406,,,,,,
158,BGY,2012-07-23,1.2880307056168117,1.204512812063904,0.18559520100820878,6.94000005722046,6.48999977111816,-0.06484153924957313,-0.08351789355290773
159,VEON,2012-07-23,0.6841280168607937,0.3071423482946833,0.08414858637524626,8.13000011444092,3.65000009536743,-0.5510455050444447,-0.37698566856611043
160,MYND,2012-07-24,36.12568495632726,,,,,,
161,GRID,2012-07-27,42.030653639404626,82.33467428869137,1.5987315395862403,26.2900009155273,51.5,0.9589196731287775,40.30402064928675
162,ARQL,2012-07-29,123.95487316889289,,,,,,
163,VMC,2012-07-30,144.35565428576575,477.54018788140934,3.6453449456596134,39.5999984741211,131.0,2.30808093554876,333.1845335956436
164,PBR,2012-08-02,324.163820034362,218.6259232369999,16.41335797642339,19.75,13.3199996948242,-0.32556963570510383,-105.5378967973621
165,TNAV,2012-08-02,96.69813620892775,90.70798791158138,17.114714084379017,5.65000009536743,5.30000019073486,-0.06194688473006282,-5.990148297346366
166,WGP,2012-08-03,142.4494930950906,,,,,,
167,EVH,2012-08-03,32.82586171584672,,,,,,
168,MD,2012-08-07,25.111254663302727,37.46492793957237,0.7277569594544112,34.5050010681152,51.4799995422363,0.49195762784099933,12.353673276269642
169,GJS,2012-08-08,110.22092697154307,158.3588785146122,7.878551020357398,13.9899997711182,20.1000003814697,0.43674057972219243,48.137951543069136
170,CBOE,2012-08-10,31.421466103008548,146.29668768420245,1.086496058786844,28.9200000762939,134.649993896484,3.655947217886018,114.8752215811939
171,BTO,2012-08-13,11.786700965592235,27.9551808983995,0.7113277720381567,16.5699996948242,39.2999992370605,1.371756183516179,16.168479932807266
172,COTY,2012-08-14,65.1208676838139,,,,,,
173,GJT,2012-08-21,39.60389929396308,,,,,,
174,KS,2012-08-21,237.2139749525368,838.7944097483745,24.242614067620455,9.78499984741211,34.5999984741211,2.536024426538131,601.5804347958377
175,CCRN,2012-08-25,48.00076265752827,,,,,,
176,GWB,2012-08-28,3.5917116764728183,,,,,,
177,CACI,2012-08-29,196.17305530275036,550.0039110278968,3.7466205694422174,52.3600006103516,146.800003051758,1.8036669469162607,353.8308557251465
178,WGP,2012-08-29,26.149855369059196,,,,,,
179,LTM,2012-08-30,5.797647570444981,4.062297085349003,0.24649861639484957,23.5200004577637,16.4799995422363,-0.2993197609910578,-1.735350485095978
180,SPRT,2012-08-30,70.36839218066365,20.608420811659776,7.493971204239919,9.39000034332275,2.75,-0.707135260974135,-49.75997136900387
181,CSJ,2012-08-31,144.17617821237963,142.47934685366465,1.3684147435190295,105.360000610352,104.120002746582,-0.01176915201771711,-1.6968313587149737
182,EGO,2012-09-01,55.993676460603,,,,,,
183,NVUS,2012-09-01,57.092232858077224,,,,,,
184,BUI,2012-09-02,12.834789697484034,,,,,,
185,STAG,2012-09-04,37.05291601959169,59.21272023340081,2.398247021166414,15.4499998092651,24.6900005340576,0.5980583067225302,22.159804213809117
186,SCD,2012-09-07,174.99412800436644,170.82175568539793,12.271677783702858,14.2600002288818,13.9200000762939,-0.023842927568772026,-4.172372318968513
187,DWSN,2012-09-08,44.589674756785776,,,,,,
188,RDNT,2012-09-09,2.433392965027662,,,,,,
189,CARV,2012-09-09,24.126573981786073,,,,,,
190,SBCF,2012-09-09,71.43761685591227,,,,,,
191,EDUC,2012-09-10,176.70061934020936,958.6008936236019,88.35030967010468,2.0,10.8500003814697,4.42500019073485,781.9002742833925
192,RTIX,2012-09-10,243.50442033817657,259.4235939519838,58.959906438438416,4.13000011444092,4.40000009536743,0.06537529623363222,15.919173613807203
193,UZC,2012-09-11,70.93371864886757,,,,,,
194,TSM,2012-09-11,35.2116785030274,106.39998640693604,2.3904738355261066,14.7299995422363,44.5099983215332,2.0217243519870283,71.18830790390864
195,UCBA,2012-09-11,13.563899338019187,27.560796472435396,1.334663292085666,10.162787437439,20.6499996185303,1.031922811103688,13.996897134416209
196,MRIN,2012-09-13,291.998770975465,,,,,,
197,INDB,2012-09-14,66.71076216979932,155.96981667767193,2.172281476997145,30.7099990844727,71.8000030517578,1.3380008203276255,89.2590545078726
198,ETJ,2012-09-15,30.714604745777205,,,,,,
199,AMH,2012-09-15,14.906312488250542,,,,,,
200,HTHT,2012-09-16,125.08986398626676,,,,,,
201,OMED,2012-09-17,150.02868199964294,,,,,,
202,GWRE,2012-09-18,156.10222257950863,389.88067690281446,4.998470216702749,31.2299995422363,78.0,1.4975984996256781,233.77845432330582
203,TCBIL,2012-09-18,101.48520435473404,,,,,,
204,ARTX,2012-09-19,54.760203853221554,226.1834437567697,59.52195963026267,0.920000016689301,3.79999995231628,3.1304346558502316,171.42323990354814
205,FONE,2012-09-20,14.841560003030333,33.299813826666934,0.624644775255072,23.7600002288818,53.310001373291,1.2436869048717132,18.458253823636603
206,PTCT,2012-09-23,206.7554970443284,,,,,,
207,THRM,2012-09-24,61.65679822212947,155.39112030126597,4.996498983770193,12.3400001525879,31.1000003814697,1.5202593190363554,93.7343220791365
208,CVBF,2012-09-27,304.85269698984246,590.2735464867014,25.236150572450892,12.0799999237061,23.3899993896484,0.9362582398487657,285.420849496859
209,BERY,2012-09-29,110.29175610598072,,,,,,
210,DRAD,2012-10-02,40.98182466439812,44.54546302832181,19.797983568143028,2.0699999332428,2.25,0.08695655679332183,3.563638363923694
211,CRY,2012-10-03,27.166084183623944,73.5580197607169,4.030576425244762,6.73999977111816,18.25,1.7077152254817274,46.39193557709296
212,AKTX,2012-10-04,294.85909867744556,,,,,,
213,BDSI,2012-10-05,194.3398741279466,65.73260127793097,28.57939245247944,6.80000019073486,2.29999995231628,-0.6617647223819084,-128.60727285001562
214,CHN,2012-10-06,18.994465001076225,,,,,,
215,SLTB,2012-10-08,21.26198928570099,,,,,,
216,MTB,2012-10-12,81.77251290632184,157.90323190707804,0.8345836916174709,97.9800033569336,189.199996948242,0.9310062305162513,76.1307190007562
217,MTG,2012-10-12,19.371375212729383,173.29841017172734,11.59962617397083,1.66999995708466,14.9399995803833,7.9461077630590164,153.92703495899795
218,CMD,2012-10-13,416.9918386018738,,,,,,
219,FFC,2012-10-13,88.56718259416517,,,,,,
220,DTEA,2012-10-15,17.006285538079617,,,,,,
221,WCG,2012-10-15,148.7760076707101,568.687651863539,2.7777446575066906,53.560001373291,204.729995727539,2.8224419432078767,419.91164419282893
222,TSN,2012-10-15,21.829520801395365,100.93612018972875,1.3550291728337145,16.1100006103516,74.4899978637695,3.62383581884568,79.1065993883334
223,DWTR,2012-10-19,52.423506214087304,,,,,,
224,TWTR,2012-10-20,267.6556191853918,,,,,,
225,UFPT,2012-10-23,11.609252501247623,19.988759591417864,0.6857207496740841,16.9300003051758,29.1499996185303,0.7217955754920234,8.379507090170241
226,MUC,2012-10-24,23.884900378747634,18.855763894128298,1.4008739851923595,17.0499992370605,13.460000038147,-0.21055714718802732,-5.029136484619336
227,GERN,2012-10-24,89.66320807250396,176.37617007315666,70.2693907343815,1.27599239349365,2.50999999046326,0.967096358302665,86.7129620006527
228,BXC,2012-10-24,87.57544966308166,68.29159672844663,4.314061721894076,20.2999992370605,15.8299999237061,-0.2201970187857834,-19.28385293463502
229,ED,2012-10-25,55.16378006964999,72.04838905460497,0.924171240388776,59.689998626709,77.9599990844727,0.30608143538452975,16.88460898495498
230,DIS,2012-10-25,230.5532395365864,492.07021959289864,4.526865072748807,50.9300003051758,108.699996948242,1.134301910404569,261.51698005631226
231,BLPH,2012-10-26,65.78417777710479,,,,,,
232,FATE,2012-10-27,241.43897381555175,,,,,,
233,MCFT,2012-10-27,68.95814871698757,,,,,,
234,CXE,2012-10-28,397.88715628018775,,,,,,
235,CUTR,2012-10-29,0.9009712682005083,,,,,,
236,AEB,2012-10-29,126.61891797193113,,,,,,
237,CMC,2012-11-01,18.22567181300018,30.88605243680518,1.318789595909034,13.8199996948242,23.4200000762939,0.6946454843313091,12.660380623805
238,PAAS,2012-11-04,63.034521183328806,,,,,,
239,CEN,2012-11-05,131.256275197196,,,,,,
240,PGLC,2012-11-05,51.95434965665197,16.33068044220621,7.595664985035889,6.84000015258789,2.15000009536743,-0.6856725076893478,-35.62366921444576
241,SVU,2012-11-06,14.769739452296749,10.040980345186052,0.6784446091745261,21.7700004577637,14.8000001907349,-0.3201653707151454,-4.728759107110697
242,SLNO,2012-11-07,111.49742967244657,,,,,,
243,HCHC,2012-11-08,272.18044590651715,111.46991226600544,19.386071698435728,14.039999961853,5.75,-0.5904558393430996,-160.7105336405117
244,BKD,2012-11-08,55.38416029260121,22.993253230987587,2.385192158931209,23.2199993133545,9.64000034332275,-0.5848406275456475,-32.39090706161362
245,NTEC,2012-11-09,48.932025223151584,,,,,,
246,CSTM,2012-11-11,58.51646587161865,,,,,,
247,PEO,2012-11-12,230.4237533441039,180.71559416407266,9.104059984440786,25.3099994659424,19.8500003814697,-0.2157249782569049,-49.70815918003123
248,PGJ,2012-11-14,35.521300576873124,90.07666201508763,1.914894988561841,18.5499992370605,47.0400009155273,1.5358492102548156,54.55536143821451
249,PSCU,2012-11-15,176.29345773656038,313.7059199343358,6.181397437129769,28.5200004577637,50.75,0.7794529868664452,137.4124621977754
250,MYRG,2012-11-16,58.477929319945346,93.73833545934396,2.8006672255918974,20.8799991607666,33.4700012207031,0.602969471550221,35.26040613939861
251,ZIV,2012-11-18,215.35290705878407,,,,,,
252,TNET,2012-11-18,248.39288268334593,,,,,,
253,SEIC,2012-11-19,61.3239644737061,211.02491885632307,2.841703646455549,21.5799999237061,74.2600021362305,2.4411493233906025,149.70095438261697
254,TCAP,2012-11-19,133.78375162766278,56.98296136224008,5.37068456231089,24.9099998474121,10.6099996566772,-0.5740666510770985,-76.8007902654227
255,AIPT,2012-11-21,6.074102593524709,,,,,,
256,KLXI,2012-11-22,15.343729450053399,,,,,,
257,GRPN,2012-11-23,232.65844518878936,310.4061117384725,58.456895495932756,3.98000001907349,5.30999994277954,0.33417083350056437,77.74766654968312
258,HFBL,2012-11-23,145.0480839744276,241.11354085683897,8.260141707620676,17.5599994659424,29.1900005340576,0.662300764340658,96.06545688241135
259,DBL,2012-11-23,125.68941515112581,103.17006345721535,4.760962763912457,26.3999996185303,21.6700000762939,-0.17916665191602457,-22.519351693910465
260,HAE,2012-11-24,245.29560316607117,,,,,,
261,MHNC,2012-11-25,2.617589661851297,,,,,,
262,MRO,2012-11-26,18.94524335330749,10.540510467923879,0.6016272940936497,31.4899997711182,17.5200004577637,-0.44363288075242907,-8.404732885383611
263,MTH,2012-11-27,47.129307644396434,64.98534211690186,1.3275861308280685,35.5,48.9500007629395,0.3788732609278733,17.856034472505428
264,CHW,2012-11-29,78.05944496891652,87.04470501410228,9.359645508482968,8.34000015258789,9.30000019073486,0.11510791613703777,8.985260045185754
265,AUPH,2012-11-30,156.2800625557465,,,,,,
266,AIMC,2012-12-01,45.82461569140034,,,,,,
267,NBHC,2012-12-05,25.20469613325172,46.313454132846566,1.3979309580348707,18.0300006866455,33.1300010681152,0.8374930563732035,21.108757999594847
268,DTUL,2012-12-05,253.60808937457264,,,,,,
269,IDA,2012-12-06,76.59201102902307,148.36255205932238,1.7791408219837372,43.0499992370605,83.3899993896484,0.9370499620789856,71.77054103029931
270,FTCS,2012-12-08,78.82557068103576,,,,,,
271,STLD,2012-12-08,40.73848244005475,,,,,,
272,OFG,2012-12-09,288.79258600833333,,,,,,
273,BCOR,2012-12-09,139.01524633105151,,,,,,
274,WLFC,2012-12-09,66.61539917529696,,,,,,
275,ISD,2012-12-11,116.47022254114144,85.31370270834329,5.867517395610142,19.8500003814697,14.539999961853,-0.26750631322776564,-31.156519832798153
276,MRIN,2012-12-14,67.89647710214787,,,,,,
277,EMES,2012-12-16,29.49274521441025,,,,,,
278,SSW,2012-12-16,65.8934087109737,,,,,,
279,LPTH,2012-12-17,0.7932662187188728,1.956723416559276,0.8814069330369464,0.899999976158142,2.22000002861023,1.4666667638001651,1.1634571978404031
280,MCHI,2012-12-19,90.16094508984705,135.88568812597723,1.8949336195905828,47.5800018310547,71.7099990844727,0.5071457823624701,45.72474303613018
281,MUJ,2012-12-20,67.50996693604023,55.0141354302272,4.057089507950199,16.6399993896484,13.5600004196167,-0.18509609873830526,-12.49583150581303
282,BRS,2012-12-20,29.367434250472755,8.31813290652065,0.5461676399564261,53.7700004577637,15.2299995422363,-0.7167565666249258,-21.049301343952102
283,MTN,2012-12-21,19.155054026334312,79.51663927417961,0.3647887000308519,52.5099983215332,217.979995727539,3.1512093447953924,60.3615852478453
