,propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,superTopHighlight,topNewDevelopment,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,neighborhood,detailedType.subTypology,labels,parkingSpace.parkingSpacePrice,newDevelopmentFinished
28,100761724,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/35/f0/86/1104653862.jpg,14,2,120000.0,flat,sale,85.0,True,3,1,Agra del Orzán - Ventorrillo,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3631001,-8.419716,False,https://www.idealista.com/inmueble/100761724/,2329,"Ref. 714375 Best House - OPORTUNIDAD Piso a la venta en zona AGRA DEL ORZAN, vivienda de 78 metros útiles, con tres habitaciones, un cuarto de baño reformado con plato de ducha, salón y cocina independiente. Construcción del año 1.969 en perfecto estado de conservación, siendo sus acabados en carpintería exterior en aluminio, carpintería interior en madera con suelos de terrazo y ACS con calentador de gas butano. Dispone además de ascensor recientemente instalado y portal sin barreras arquitectónicas. Ven a visitarlo, llámanos! Esta publicidad no es vinculante y puede contener algún tipo de error, se muestra a título informativo y no contractual.",False,good,False,True,1412.0,False,False,False,True,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso,714375,,,,,,,
29,99970216,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/28/94/5a/1062881455.jpg,21,1,179000.0,flat,sale,73.0,True,2,1,Calle Rianxo,A Coruña,A Coruña,Cuatro Caminos - Plaza de la Cubela,es,43.3528016,-8.3986331,False,https://www.idealista.com/inmueble/99970216/,2723,"CORTE INGLES. Vivienda totalmente reformada en estilo totalmente actual y primeras calidades  la vivienda actualmente se distribuye en  dos amplios dormitorios con armarios empotrados. Amplio salón comedor con ambientes separados. Cocina independiente tatalmente amueblada, muy optimizada en almacenamiento. Con todos los electrodomésticos ( Frigo combi, lavavajillas, lavadora, placa de inducción.   de la cocina pasamos a patio donde podemos disponer de tendedero cubierto.  1 baño con plato de ducha. buen servicio de armarios uno cada dormitorio y extra en pasillos  la carpintería interior lacada en blanco para puertas; tarima para suelos ( cerámico en cocina y baños ) ventanas de doble cristal oscilobatientes. en edifico con ascensor sin barreras. al pie del Corte Inglés con todos los servicios del dia a día pie de puerta.   buenas comunicaciones con cualquier punto de la ciudad, a un paseo de la estación de buses.",False,good,False,True,2452.0,True,True,False,False,False,False,flat,"Cuatro Caminos - Plaza de la Cubela, A Coruña",Piso en Calle Rianxo,VE2270,,,,,,,
30,100802017,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5c/b2/6a/1099351989.jpg,45,2,165000.0,flat,sale,92.0,False,2,1,DIEGO DELICADO,A Coruña,A Coruña,Os Mallos,es,43.3566757,-8.4140453,False,https://www.idealista.com/inmueble/100802017/,2614,"REFORMADO Y LISTO PARA ENTRAR A VIVIR! Os presentamos este piso en la Calle Diego Delicado, en Os Mallos, A Coruña. Se distribuye en un ACOGEDOR SALÓN, con suelo de TARIMA y ventanas estilo OSCILOVATIENTES. 2 AMPLIOS DORMITORIOS, uno de ellos con VESTIDOR. Cuarto de baño COMPLETO, con plato de ducha y toallero. Y una cocina INDEPENDIENTE con espacio para mesa. EL EDIFICIO CUENTA CON ASCENSOR. Ven a conocerla, estamos seguros de que te encantará! Video disponible en el anuncio! La única agencia Gallega y Española premiada más de 4 veces, galardonados en construcción, vivienda y a la excelencia, récord en ventas y a nivel europeo por calidad, crecimiento y tecnología. Resultados y trabajo continuo es lo que nos diferencia. La plataforma N. 1.",True,good,False,True,1793.0,True,False,False,False,False,False,flat,"Os Mallos, A Coruña",Piso en Diego Delicado,KB-0115,,,,,,,
31,100550074,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/75/08/9b/1091426650.jpg,35,2,238000.0,flat,sale,150.0,True,4,2,JUAN CASTRO MOSQUERA,A Coruña,A Coruña,Ensanche - Juan Florez,es,43.3586542,-8.4088863,False,https://www.idealista.com/inmueble/100550074/,2236,"PRESENTAMOS ESTE FANTÁSTICO PISO A UN PASO DE JUAN FLOREZ, A 15 MINUTOS DEL CENTRO DE CORUÑA! . Ubicación CÉNTRICA, todos los servicios PRÓXIMOS, lineas de buses, colegios, farmacias. etc. Entrando, encontramos un AMPLIO SALÓN COMEDOR, estancia grande y con MÚLTIPLES POSIBILIDADES, pegada a esta, ubicamos la cocina INDEPENDIENTE, EQUIPADA CON TODOS LOS ELECTRODOMÉSTICOS. Esta estancia cuenta con un pequeño espacio destinado a LAVANDERÍA. Siguiendo por el pasillo, encontramos 4 dormitorios, 3 de ellos DOBLES con buena capacidad de ALMACENAMIENTO, y todos con ventanas. El inmueble cuenta con DOS BAÑOS, uno con PLATO DE DUCHA y otro CON BAÑERA. La única agencia Gallega y Española premiada más de 4 veces, galardonados en construcción, vivienda y a la excelencia, récord en ventas y a nivel europeo por calidad, crecimiento y tecnología. Resultados y trabajo continuo es lo que nos diferencia. La plataforma N. 1.",True,good,False,True,1587.0,True,False,False,False,False,False,flat,"Falperra-Santa Lucía, A Coruña",Piso en Juan Castro Mosquera,Ma - 0311,,,Falperra-Santa Lucía,,,,
32,100214129,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/70/a1/ef/1073499051.jpg,20,2,150000.0,flat,sale,90.0,True,3,2,"San Rosendo, 1",A Coruña,A Coruña,Os Mallos,es,43.3528085,-8.4112371,True,https://www.idealista.com/inmueble/100214129/,2910,"Rentaloo vende este piso reformado integralmente con muy buen gusto en el año 2016 incluyendo cocina, baños, electricidad, fontanería y fachada. La siguiente reforma en 2020 se acometió el cambio de suelo, puertas y ventanas. 2022 Reforma del patio del edificio. Se encuentra amueblado aunque en el precio no están incluidos los muebles, nevera y lavadora. La vivienda se encuentra en un estado perfecto y para entrar a vivir, una oportunidad de inversión única en una ubicación excelente, a escasos minutos de las estaciones de tren y autobús. El edificio cuenta con ascensor desde el año 2017 y la comunidad son 70 euros. No tienen trastero. La vivienda está distribuida en 3 dormitorios amueblados, dos baños completos ambos con ducha. Recomendamos visitar el tour 3D de la propiedad y ver con detalle la distribución e incluso tomar medidas de cualquier espacio. La publicación no es vinculante y el anuncio puede contener errores. No dude en contactar con nuestros agentes para conocer más sobre la propiedad.",True,good,False,True,1667.0,True,True,False,False,False,False,flat,"Os Mallos, A Coruña","Piso en San Rosendo, 1",,,,,,,,
33,100914779,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b9/b1/d6/1104286988.jpg,25,bj,143000.0,flat,sale,65.0,True,2,2,"juan castro mosquera, 16",A Coruña,A Coruña,Ensanche - Juan Florez,es,43.3593672,-8.4077357,True,https://www.idealista.com/inmueble/100914779/,2128,"OPORTUNIDAD INVERSORES! INTEGRAL HOME UNIQUE presenta esta magnífico piso completamente reformado en la Calle Juan Castro Mosquera. Se distribuye en dos habitaciones con ventanas climalit en cada una ellas, Salón-Cocina ( completamente equipada con electrodomésticos excepto lavavajillas, pero se dejó espacio por si se quiere colocar) dónde se accede por puerta correderas a un patio exclusivo de la vivienda y dos baños completos con plato de ducha. Muy próxima a la vivienda se encuentran supermercados, paradas de transporte público, Bus universitario, colegios, zonas verdes, ETC.. . LLÁMANOS Y TE PRESENTAMOS ESTA MAGNÍFICA VIVIENDA! JORGE FONTÁN  ALEJANDRO RODRIGUEZ.",False,good,False,False,2200.0,True,False,False,False,False,False,flat,"Falperra-Santa Lucía, A Coruña","Piso en juan castro mosquera, 16",,,,Falperra-Santa Lucía,,,,
34,100651308,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/b0/4f/1094762513.jpg,26,1,155000.0,flat,sale,67.0,True,2,1,Calle OIDOR GREGORIO TOVAR,A Coruña,A Coruña,Os Mallos,es,43.3569937,-8.4062689,False,https://www.idealista.com/inmueble/100651308/,2343,"REF-BT105* Desde BACKHOME presentamos este acogedor piso REFORMADO en La Coruña ideal para PRIMERA VIVIENDA o INVERSORES. Ubicado en la calle Oidor Gregorio Tovar, próximo a los Juzgados, Cuatro Caminos y estación de buses y tren y al lado de la principal vía de entrada y salida de la ciudad. Un entorno lleno de vida, con todos los SERVICIOS supermercados, farmacias, tiendas, colegios, transporte público.. . El piso se encuentra totalmente REFORMADO, tiene TECHOS ALTOS lo que transmite gran AMPLITUD y es muy LUMINOSO. Tiene 60 m2 útiles distribuidos en SALÓN, COCINA independiente con PATIO, BAÑO COMPLETO con plato de ducha y DOS HABITACIONES en italiana. La cocina cuenta con todos los electrodomésticos (LAVAVJILLAS, HORNO, PLACA VITROCERÁMICA, MICROONDAS y NEVERA ) con salida directa al PATIO donde se encuentra la LAVADORA. El salón es muy AMPLIO y tiene integrada una estantería de pladur a medida. Las luces de esta estancia tienen un regulador de intensidad. El dormitorio principal cuenta con gran ARMARIO EMPOTRADO y tiene un coqueto balcón. La segunda habitación contigua (italiana ) tiene también un armario empotrado. El baño está completo con plato de ducha. En la entrada del piso hay un armario empotrado que aporta un mayor servicio de almacenaje a la vivienda. La tarima del piso es nueva a ESTRENAR, está recién pintado y las puertas son blancas. El agua caliente y la CALEFACCIÓN son por GAS NATURAL. Las bajantes del edificio, la fachada y el tejado han sido rehabilitadas. El coste de la comunidad es de 30 euros al mes. No tiene ascensor. Si quieres más información o quieres hacer una visita no dudes en ponerte en contacto con nosotros. *Este mensaje no es vinculante, puede contener errores, se muestra a título informativo.",True,good,False,False,2313.0,True,False,False,False,False,False,flat,"Os Mallos, A Coruña",Piso en Calle Oidor Gregorio Tovar,BT- 105.,,,,,,,
35,97265416,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dc/f4/c3/1086740941.jpg,44,4,285000.0,flat,sale,109.0,True,3,2,Pla y Cancela,A Coruña,A Coruña,Ensanche - Juan Florez,es,43.3591,-8.408542,False,https://www.idealista.com/inmueble/97265416/,2179,"A Coruña. Calle Pla y Cancela.  A 5 minutos caminando de: -Juan Flórez -Palacio de la Ópera -Cuatro Caminos -Parque de Santa Margarita Edificio del año 2019 sin barreras arquitectónicas. Piso exterior, soleado y con vistas despejadas hacia en Parque de Santa Margarita. Tiene 98 m2 distribuidos en 3 dormitorios con armarios empotrados, 2 baños (uno en suite), recibidor de entrada, salón-comedor y cocina independiente totalmente equipada (Electrodomésticos Siemens: lavadora, lavavajillas, horno, microondas, combi y campana extractora). Ventanas oscilobatientes con aislamiento térmico. Persianas motorizadas. Carpintería en Mueble Marino. Suelo de tarima de madera. Aire climatizado por bomba de calor. Dómótica (sensores antiinundación, alarma contraincendios, alarme de seguridad con sensores de presencia.. . ) Incluye trastero. Plaza de garaje opcional en el mismo edificio por 29.000€. Luminoso y soleado. Lugar tranquilo a un paso del centro. Visítelo sin compromiso! Más inmuebles en: idealista. com/pro/juan-mauriz.",True,good,False,True,2615.0,True,False,False,False,False,False,flat,"Falperra-Santa Lucía, A Coruña",Piso en Pla y Cancela,JM-322,True,False,Falperra-Santa Lucía,,,29000.0,
36,100361953,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/91/2f/00/1095121837.jpg,14,2,120000.0,flat,sale,90.0,True,3,1,"Villa de Negreira, 37",A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3638786,-8.4206713,True,https://www.idealista.com/inmueble/100361953/,2330,"Desde HOUSE BY CLICK, te presentamos esta GRAN OPORTUNIDAD DE INVERSION, en un piso situado en la Calle Villa de Negreira, con EXCELENTE UBICACION, en la zona de Agra del Orzán, caminando, tenemos cerca el Paseo de los Puentes, estadio Riazor, etc, rodeado de todos los servicios básicos: comercios, supermercados, paradas de autobuses entre otros, así como cafeterías, farmacias, colegios, etc. Piso EXTERIOR muy AMPLIO, por su orientación este, oeste, con superficie total de 90 m2 construidos aprox. y 85 m2 útiles, situado en una segunda (2) planta, con ASCENSOR, sin barreras arquitectónicas. IDEAL COMO INVERSION, muy demandado el ALQUILER en la zona. La vivienda está distribuida en un FORMIDABLE salón comedor, tres (3) habitaciones COMODAS Y ACOGEDORAS, una de ellas italiana, cocina independiente y un baño COMPLETO reformado recientemente con plato de ducha que dan servicio al hogar. Dispone de suelos de terrazo, ACS con calentador de gas butano, carpintería exterior en aluminio y carpintería interior en madera.  Desde HOUSE BY CLICK, lo invitamos a realizar una visita, no dudes en contactarnos y tener el gusto de brindarle una mejor información del inmueble. ""Este anuncio se muestra a título informativo y no contractual. "".",False,good,False,True,1333.0,False,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña","Piso en Villa de Negreira, 37",,,,,,,,
37,100215307,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/37/5b/72/1073543400.jpg,28,5,175000.0,flat,sale,60.0,True,1,1,Emilio González López,A Coruña,A Coruña,Riazor - Los Rosales,es,43.3727614,-8.4350659,False,https://www.idealista.com/inmueble/100215307/,2996,"Apartamento seminuevo de 60m2 en Los Rosales Se encuentra distribuido en: salón grande, cocina independiente y equipada, un dormitorio y un baño. Calefacción de gas natural, suelos de parquet, armarios empotrados y doble ventanal. Tiene los suelos de parquet en muy buen estado La cocina y el baño está en perfecto estado y la vivienda se encuentra para entrar a vivir. Muy bien orientado, con mucho sol.  IMPECABLE PLAZA DE GARAJE muy buena y trastero grande en el mismo edificio.",False,good,False,True,2917.0,True,False,True,False,False,False,flat,"Riazor - Los Rosales, A Coruña",Piso en Emilio González López,049.34348,True,True,,,"[{'name': 'apartamentoType', 'text': 'Apartamento'}]",,
38,95555767,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/32/37/33/1017630918.jpg,18,4,290000.0,flat,sale,127.0,True,3,2,Avenida Navarra,A Coruña,A Coruña,Monte Alto - Zalaeta - Atocha,es,43.3800405,-8.3998426,False,https://www.idealista.com/inmueble/95555767/,322,"Piso en perfecto estado, situado en Montealto, exterior y muy luminoso. Tiene magníficas vistas al mar. A menos de cinco minutos del Paseo Marítimo. Con las playas de San Amaro, Las Lapas y las calitas que nos encontramos en la costa de la Torre. La puerta de acceso a la vivienda es blindada. La cocina está amueblada y equipada con todos los electrodomésticos. Tiene una gran despensa en la cocina.  Tres dormitorios con armarios empotrados. Tendedero y tendal exterior. El dormitorio principal tiene baño con ducha hidromasaje y armario empotrado. Un baño con bañera. Calefacción por hilo radiante.  Con más de 20 años de experiencia en el sector y un equipo de profesionales cualificados, te ofrecemos el mejor asesoramiento para comprar, vender o alquilar tu inmueble. Administramos comunidades de propietarios con transparencia y eficacia desde 1.995. ¿Qué estás buscando? Encuentra más en.",False,good,False,True,2283.0,True,True,True,False,False,False,flat,"Monte Alto - Zalaeta - Atocha, A Coruña",Piso en Avenida Navarra,21334,,,,,,,
39,100845397,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4f/2b/91/1109270840.jpg,28,1,179000.0,flat,sale,73.0,True,2,1,Cuatro Caminos - Plaza de la Cubela,A Coruña,A Coruña,Cuatro Caminos - Plaza de la Cubela,es,43.3510386,-8.3995286,False,https://www.idealista.com/inmueble/100845397/,2921,"Korver Grupo Inmobiliario presenta piso listo para entrar a vivir, junto al Corte Inglés y Centro Comercial Cuatro Caminos, zona que dispone de todos los servicios. La vivienda está completamente reformada, incluyendo instalaciones, suelos, carpintería interior y exterior. Consta de salón comedor, dos dormitorios amplios, ambos con armarios empotrados lacados en blanco, un baño con plato de ducha, cocina con mucho espacio de almacenaje y acceso al patio, de unos 6m2, donde hay un tendedero cubierto. Ofrecemos servicio de intermediación hipotecaria, sin coste alguno, ayudando a nuestros clientes a conseguir la mejor financiación. **Nota: Esta información no es vinculante, puede contener errores y está basada en los datos proporcionados por los propietarios.",False,good,False,True,2452.0,True,False,False,False,False,False,flat,"Cuatro Caminos - Plaza de la Cubela, A Coruña",Piso,K-065,,,,,,,
40,100717295,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/02/cc/76/1096715299.jpg,22,7,175000.0,flat,sale,70.0,True,2,2,Avenida de Monelos,A Coruña,A Coruña,Eirís,es,43.3444449,-8.4007203,False,https://www.idealista.com/inmueble/100717295/,3657,"Este piso se encuentra en Avenida de Monelos, 15008, A Coruña. Está muy bien cuidado y tiene unas increíbles vistas de la ciudad, además de contar de una preciosa terraza en la planta superior (comunitaria) desde la que disfrutarás del sol durante todo el dia. Todos los servicios a su alrededor, colegios, parada de bus, Supermercado debajo de casa y todo lo necesario. Se distribuye en 2 dormitorios y 2 baños, salón, y cocina independiente. las habitaciones tienen armarios empotrados, en la habitación de matrimonio tenemos un baño incorporado. Calefacción de gas natural, incluida en la comunidad del edificio. hilo musical, persianas eléctricas. tiene plaza de garaje y trastero.",False,good,False,True,2500.0,False,False,False,False,False,False,flat,"Eirís, A Coruña",Piso en Avenida de Monelos,PIS1017,True,True,,,,,
41,100721743,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/19/d5/70/1096839841.jpg,24,5,155000.0,flat,sale,121.0,True,4,2,Avenida de Oza,A Coruña,A Coruña,Los Castros - Castrillón,es,43.35197,-8.3894019,False,https://www.idealista.com/inmueble/100721743/,2911,"Amplio piso de 4 dormitorios en Los Castros. Edificio en buen estado, con ascensor a cota de calle, portal, tejado y fachada actualizadas. Se encuentra en buen estado pero necesita cambio de cocina, baños y ventanas, así como revisión de electricidad y calefacción. El edificio cuenta con tomas de Gas Natural en todas las plantas, de manera que es fácil su instalación. tiene en la terraza del edificio un amplio trastero y el tejado está cambiado y aislado.  Muy cerca de los Hospìtales de Oza y del CHUAC en una zona con todo tipo de servicios (incluso piscina municipal y con la Playa a 500 metros).",False,renew,False,True,1281.0,False,False,False,False,False,False,flat,"Los Castros - Castrillón, A Coruña",Piso en Avenida de Oza,002188,,,,,,,
42,100683328,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/95/55/df/1095623514.jpg,32,3,173000.0,flat,sale,158.0,True,4,2,"comercio, 2",A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3616392,-8.4174395,True,https://www.idealista.com/inmueble/100683328/,2317,"Vivienda en perfecto estado compuesta de: Entrada, salón comedor, cocina, zona de tendedero, 4 habitaciones y 2 cuartos de baño. La vivienda es exterior, con doble ventanal y el edificio esta dotado de acceso para persona de movilidad reducida.",False,good,False,True,1095.0,False,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña","Piso en comercio, 2",,,,,,,,
43,94701513,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/61/1b/19/914365257.jpg,22,2,180000.0,flat,sale,83.0,True,2,2,Los Castros - Castrillón,A Coruña,A Coruña,Los Castros - Castrillón,es,43.35098,-8.39113,False,https://www.idealista.com/inmueble/94701513/,2986,"PISO DE 2H Y 2B, EN LA ZONA DE LOS CASTROS DE LA CORUÑA. 79m2. Al lado del parque y el gimnasio San Diego. Salón con cocina equipada y moderna, 2 dormitorios y 2 baños completos y con ventana. Piso exterior y luminoso. Armarios empotrados. Edificio con ascensores y zona común ajardinada. Garaje y trastero incluidos en el precio. Al lado de la salida de la ciudad por los Castros y conectado con el centro por la Avd del Ejército y Avd de Oza. Rodeado de todos los servicios urbanos. Muy próximo a la playa de Oza.",False,good,False,True,2169.0,False,False,False,False,False,False,flat,"Los Castros - Castrillón, A Coruña",Piso,DC Coruña PS T je00500700200A,True,True,,,,,
44,100722544,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/71/79/0d/1096869767.jpg,17,2,120000.0,flat,sale,85.0,True,3,1,Agra del Orzán - Ventorrillo,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3650525,-8.4195117,False,https://www.idealista.com/inmueble/100722544/,2175,"Piso a la venta en zona calle Barcelona.  Vivienda de 78 metros útiles, con tres habitaciones, un cuarto de baño reformado con plato de ducha, salón y cocina independiente.  Construcción del año 1.969 en perfecto estado de conservación, siendo sus acabados en carpintería exterior en aluminio, carpintería interior en madera con suelos de terrazo y ACS con calentador de gas butano.  Dispone además de ascensor recientemente instalado y portal sin barreras arquitectónicas.  Vivienda sita en un barrio moderno y multicultural que incluye la calle peatonal Barcelona, donde se pueden encontrar boutiques de moda indie y de marca, joyerías y zapaterías y por supuesto el conocido ""Mercado de las Conchiñas"". Para más información y visitas contacta con Best House.",False,good,False,True,1412.0,False,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso,714074,,,,,,,
45,99561979,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bc/6c/a9/1106260452.jpg,26,2,225000.0,flat,sale,117.0,True,4,2,"Calle San Pedro de Mezonzo, 11",A Coruña,A Coruña,Ensanche - Juan Florez,es,43.3622455,-8.4159165,True,https://www.idealista.com/inmueble/99561979/,2186,"Con vistas al parque del Paseo de los Puentes, una gran zona verde muy cerca de Riazor y una de las zonas más hermosas de la ciudad. Este piso reformado está listo para entrar a vivir. Desde la entrada, accedemos al salón y una habitación, ambos muy amplios y llenos de luz. A continuación, a través del pasillo llegamos a otras dos habitaciones cuyas ventanas dan a un patio interior, una de ellas actualmente se utiliza como vestidor. Cuenta con un baño con bañera y un aseo comunicado con una zona de lavandería, esta disposición es muy práctica puesto que se podría convertir en un baño con ducha. Estos dos baños son las únicas estancias de la casa que no están reformados, pero sí están en muy buen estado. Y finalmente, la cocina de muy buen tamaño, completamente reformada, amueblada y equipada, en la que entra holgadamente una mesa para cuatro. Y una última habitación, que junto con la cocina dan hacia un patio de manzana por donde recibe gran cantidad de luz. Las ventanas son de aluminio con doble cristal, los suelos y las puertas están cambiadas. El agua caliente proviene de termo eléctrico, aunque el edificio dispone de instalación de gas. Son 107 m2 de superficie útil con muy buenas vistas y en una zona con todos los servicios alrededor: supermercados, panaderías, paradas de bus, colegios y parques. Y bien comunicado con una de las arterias principales de la ciudad. Ven a verlo y déjate conquistar por tu nuevo hogar.",False,good,False,True,1923.0,True,False,True,False,False,False,flat,"Paseo de los Puentes-Santa Margarita, A Coruña","Piso en Calle San Pedro de Mezonzo, 11",GH00037,,,Paseo de los Puentes-Santa Margarita,,,,
46,97941890,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/91/a9/8d/1108708827.jpg,25,1,227900.0,flat,sale,87.0,False,2,2,"Calle Eladio Rodríguez González, 10",A Coruña,A Coruña,Ensanche - Juan Florez,es,43.3614301,-8.4148734,True,https://www.idealista.com/inmueble/97941890/,2204,"Venta de vivienda a estrenar situado en la Calle Eladio Rodríguez González en A Coruña, de dos dormitorios con armarios empotrados, dos baños, cocina con salida a patio interior y garaje. Se encuentra situada en la Calle Eladio Rodríguez González, donde tiene todos los servicios cercanos, farmacias, colegios, centro de salud.. . esta a unos 15 minutos de la plaza de Pontevedra.",False,good,False,True,2620.0,True,False,False,False,False,False,flat,"Paseo de los Puentes-Santa Margarita, A Coruña","Piso en Calle Eladio Rodríguez González, 10",373116,True,True,Paseo de los Puentes-Santa Margarita,,,,
47,98574742,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/45/6b/87/1016830923.jpg,20,7,249000.0,flat,sale,119.0,True,4,2,Someso - Matogrande,A Coruña,A Coruña,Someso - Matogrande,es,43.3521616,-8.4086126,False,https://www.idealista.com/inmueble/98574742/,2911,"Se vende piso en Avenida General Rubín, a escasos metros de la Estación de tren y de la próxima Intermodal. Consta de salón, cocina independiente, cuatro dormitorios y dos cuartos de baño completos. Muy soleado y con buenas calidades de aislamiento. A destacar las vistas espectaculares que ofrece. Plaza de garaje y trastero en el mismo edificio. La vivienda está situada en una zona muy bien comunicada con todos los servicios a mano. Opción de compra con o sin muebles. Metros construídos: 106 m2 Metros útiles: 100 m2  Metros con elementos comunes: 119 m2 Posibilidad de financiación del 100 % Para más inmuebles consulta nuestra web privada.",False,good,False,True,2092.0,False,False,False,False,False,False,flat,"Someso - Matogrande, A Coruña",Piso,V1065MP,True,True,,,,,
48,100612343,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b7/aa/9a/1093499276.jpg,31,6,295000.0,flat,sale,97.0,True,3,2,Avenida MONELOS,A Coruña,A Coruña,Eirís,es,43.3436098,-8.3967728,False,https://www.idealista.com/inmueble/100612343/,3748,"REF-B144 Desde BACKHOME os presentamos este PISAZO situado en la Avenida Monelos, en uno de los primeros edificios EFICIENTES de la ciudad. El piso cuenta con unas CALIDADES formidables, muy bien estructurado (optimizando todos sus espacios) y su estado de CONSERVACIÓN es IMPECABLE. Distribuido en 3 dormitorios, principal con cuarto de baño propio, otro cuarto de baño a mayores para zonas comunes (ambos con plato de ducha e hidromasaje), cocina con zona de lavandería, recibidor y salón comedor.  Todas las estancias son EXTERIORES. La LUZ inunda toda la propiedad, resaltando aún más su enorme potencial.  VIVIENDA SUMAMENTE CALENTITA y CONFORTABLE, ya que el aislamiento del edificio es impresionante y es una sexta planta. Cuenta con ASPIRACIÓN CENTRALIZADA, detectores de incendio, sistemas anti inundación y SEGURIDAD anti robo, domótica e hilo musical, entre otras muchas curiosidades.  El edificio construido en el 2009, dispone de PLACAS SOLARES, FACHADA VENTILADA y OCHO ASCENSORES. Con el piso, van incluidas DOS PLAZAS DE GARAJE y un trastero. En una zona en pleno AUGE, con todos los servicios cerca y las entradas y salidas de la ciudad a pocos metros de la vivienda. Contacta con nosotros para más información, te atenderemos ENCANTADOS, sin ningún tipo de compromiso.",True,good,False,True,3041.0,True,False,True,False,False,False,flat,"Eirís, A Coruña",Piso en Avenida Monelos,B-144,True,True,,,,,
49,100323347,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/94/f5/69/1078598119.jpg,21,5,225000.0,flat,sale,80.0,True,2,2,Riazor - Los Rosales,A Coruña,A Coruña,Riazor - Los Rosales,es,43.373282,-8.4356851,False,https://www.idealista.com/inmueble/100323347/,3036,"OCASIÓN! PISO 70 M2 ÚTILES EN LOS ROSALES!  Presentamos este soleado apartamento que se distribuye de la siguiente manera: -2 AMPLIOS DORMITORIOS  -2 BAÑOS COMPLETOS -COCINA INDEPENDIENTE completamente EQUIPADA -TRASTERO estructurado PARA MAXIMIZAR ALMACENAJE -AMPLIA PLAZA DE GARAJE -LUZ NATURAL durante TODO el DÍA. -VISTAS DESPEJADAS al ZONAS VERDES    Está ubicado en el barrio de Los Rosales, una zona cada vez con más demanda, rodeada de servicios tales como farmacias, supermercados, colegios, bares, restaurantes.. . Dispone de muy buenas conexiones con el resto de la ciudad a través de los servicios de bus urbano, además de ser una zona cada vez mas al alza.",True,good,False,True,2813.0,True,False,True,False,False,False,flat,"Riazor - Los Rosales, A Coruña",Piso,,True,True,,,,,
