,propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,superTopHighlight,topNewDevelopment,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,externalReference,neighborhood,parkingSpace.parkingSpacePrice,labels,newDevelopmentFinished
49,95755903,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/aa/80/c7/927297231.jpg,36,2,260000.0,flat,sale,100.0,True,3,2,caballeros,A Coruña,A Coruña,Cuatro Caminos - Plaza de la Cubela,es,43.3487132,-8.405719,False,https://www.idealista.com/inmueble/95755903/,3231,"REF. -1451 Se vende en la calle Caballeros un excelente piso para reformar. Vistas despejadas a plaza. Orientación Sur. Dispone de tres amplios dormitorios, cocina independiente de gran tamaño, salón y dos baños (uno incluido en dormitorio principal) El piso es todo exterior salvo la cocina que da a un patio de manzana. Calefacción y agua caliente de gas natural. Zonas comunes en muy buen estado. Gastos de comunidad 68 euros. Muy buena comunicación con la entrada y salida de la ciudad. Todos los servicios a un paso. ATICO CORUÑA SERVICIOS INMOBILIARIOS.",False,good,False,True,2600.0,True,False,True,False,False,False,flat,"Cuatro Caminos - Plaza de la Cubela, A Coruña",Piso en caballeros,,,,1451,,,,
0,95755903,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/aa/80/c7/927297231.jpg,36,2,260000.0,flat,sale,100.0,True,3,2,caballeros,A Coruña,A Coruña,Cuatro Caminos - Plaza de la Cubela,es,43.3487132,-8.405719,False,https://www.idealista.com/inmueble/95755903/,3231,"REF. -1451 Se vende en la calle Caballeros un excelente piso para reformar. Vistas despejadas a plaza. Orientación Sur. Dispone de tres amplios dormitorios, cocina independiente de gran tamaño, salón y dos baños (uno incluido en dormitorio principal) El piso es todo exterior salvo la cocina que da a un patio de manzana. Calefacción y agua caliente de gas natural. Zonas comunes en muy buen estado. Gastos de comunidad 68 euros. Muy buena comunicación con la entrada y salida de la ciudad. Todos los servicios a un paso. ATICO CORUÑA SERVICIOS INMOBILIARIOS.",False,good,False,True,2600.0,True,False,True,False,False,False,flat,"Cuatro Caminos - Plaza de la Cubela, A Coruña",Piso en caballeros,,,,1451,,,,
1,97988069,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3f/28/fe/997261250.jpg,35,2,190000.0,flat,sale,82.0,True,3,1,Ronda Nelle,A Coruña,A Coruña,Os Mallos,es,43.3608334,-8.4106783,False,https://www.idealista.com/inmueble/97988069/,2077,"Os presentamos esta fantástica promoción de viviendas desde un dormitorio en un edificio completamente rehabilitado con todas sus viviendas a estrenar; recien reformadas con las mejores calidades, completamente exteriores, soleadas y luminosas. Nos encontramos en la calle San Sebastián, 15007, A Coruña, en las inmediaciones de la ronda de Nelle, en una zona residencial con todos los servicios y comodidades. Concretamente os hablamos de las viviendas disponibles con 3 dormitorios que cuentan con 82m2 de los cuales 79m2 serían útiles. Accedemos a la vivienda a un amplio salón comedor con cocina americana completamente equipada y amueblada. A mano izquierda dejamos dos dormitorios con armarios empotrados y a mano derecha el domitorio principal y el amplio cuarto de baño con doble puerta. Una comunicada con el dormitorio y la otra directamente con el salón.  Cuenta además con ascensor, calefacción gas natural individual, acceso personas con movilidad reducida y ventanas climalit. Nuestro lema es la excelencia y trabajamos día a día para mantenerla. Hacemos la experiencia de compra o venta de un inmueble única para cada uno de nuestros clientes y propietarios. Bienvenidos a la singularidad, bienvenidos a Incor. OFRECEMOS SOLUCIONES, NO PROMESAS Encuentra más en.",False,good,False,True,2317.0,True,False,True,False,False,False,flat,"Os Mallos, A Coruña",Piso en Ronda Nelle,,,,E1179,,,,
2,97565641,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a3/99/d4/983364000.jpg,27,1,199000.0,flat,sale,75.0,True,2,2,Calle Rianxo,A Coruña,A Coruña,Cuatro Caminos - Plaza de la Cubela,es,43.355238,-8.3995263,False,https://www.idealista.com/inmueble/97565641/,2454,"ESPECTACULAR VIVIENDA A LADO DEL CORTE INGLES Se encuentra en una primera planta con ascensor y con mucha claridad.  Este hogar lo tiene todo, son 75 m2 construidos con dos dormitorios y dos baños y se vende con trastero. La vivienda se distribuye en hall, salón con comedor, cocina independiente totalmente equipada con zona de lavanderia, un buen baño general y otro baño en suite en el dormitorio principal. Destacamos el buen suelo de su parquet, muy cuidado, así como armarios empotrados en los dormitorios y mucha capacidad de almacenaje. Sumamos ventanas de pvc con persianas y puerta blindada. Su orientación refuerza la sensación de calidez, a lo que sumamos calefacción a gas natural, es un hogar muy acogedor. Tanto las zonas comunes como todo el edificio están en muy buen estado. Su portal es totalmente accesible a cota cero y tiene un ascensor amplio. El estado de conservación es impecable y su ubicación privilegiada en todos los aspectos, al estar cerca del Centro Comercial Cuatro Caminos y del Corte Inglés así como de la estación de autobuses tiene todos los servicios necesarios, transporte público, varias entidades bancarias alrededor, supermercados, pequeño comercio, restaurantes, cafeterías zonas de paseo y muchos servicios profesionales en todo el entorno. Las entradas y salidas por carretera son estratégicas al enlazar con los principales viales de la Coruña como son la Tercera Ronda a través de Salgado Torres, Linares Rivas con la Avenida de Alfonso Molina y desde cualquiera de estos dos viales, los accesos a la autopista AP9. La zona de cuatro caminos es una de las zonas más demandadas tanto para alquiler como para la compra de la vivienda y nosotros os traemos este precioso piso con dos dormitorios, dos cuartos de baño, cocina independiente, una zona de lavandería y un amplio salón con galería a la venta.  VEN A CONOCERLA! [IW].",False,good,False,True,2653.0,True,False,True,False,False,False,flat,"Cuatro Caminos - Plaza de la Cubela, A Coruña",Piso en Calle Rianxo,,,,B214,,,,
3,99092426,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/eb/1a/f6/1033221151.jpg,61,6,299000.0,flat,sale,100.0,True,3,3,Calle María Puga Cerdido,A Coruña,A Coruña,Someso - Matogrande,es,43.342112,-8.402748,False,https://www.idealista.com/inmueble/99092426/,3927,"DUPLEX MATOGRANDE. EXTERIOR CON TERRAZA    Zona en auge con todos los servicios cercanos, tales como colegios, supermercados, farmacias, carrefour, centro de salud, cafeterías y restaurantes.. . Muy cómoda para conectar con los principales polígonos industriales y con las principales arterias de entrada y salida de la ciudad, con varios centros comerciales a escasa distancia y magnificas comunicaciones de buses cercanas. Ideal como piso familiar.   Para entrar a vivir. Se trata de una vivienda exterior de 112 metros cuadrados con una acogedora terraza. Distribuida en dos plantas. En la planta baja nos encontramos un amplio salón comedor, cocina amueblada y equipada con electrodomésticos con zona de lavandería, tendedero y un aseo. Dispone de un cuarto trastero bajo las escaleras.   En la planta de arriba se encuentran 3 dormitorios con armarios empotrados, dos cuartos de baño uno de ellos ensuite en el dormitorio principal y una terraza. El piso dispone de plaza de garaje y un cuarto trastero en el mismo edificio. El agua caliente y la calefacción son por gas natural, las ventanas son de tipo climalit con doble acristalamiento y los suelos son de parquet. ¡No duden en llamarnos para una visita! Si necesita más información y quiere visitar esta propiedad, no dude en contactar con nosotros mediante nuestro número de telefónico 981-17-37-38 en horario comercial de Lunes a Viernes. Igualmente, le invitamos a visitar nuestra página web: para ver esta u otras propiedades de su interés.",True,good,False,True,2990.0,True,False,True,False,False,False,flat,"Someso - Matogrande, A Coruña",Piso en Calle María Puga Cerdido,True,True,,5996,,,,
4,98740961,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bf/f1/34/1022210696.jpg,24,1,135000.0,flat,sale,91.0,True,3,2,Calle Manuel Ferrol,A Coruña,A Coruña,Someso - Matogrande,es,43.340197,-8.4142058,False,https://www.idealista.com/inmueble/98740961/,4315,"PISO IDEAL INVERSIONISTAS! Situado a un paso de las principales universidades de A Coruña, del centro de exposiciones ExpoCoruña y del hipermercado Carrefour. En sus cercanías tiene un centro deportivo, gimnasio, piscinas y campo de fútbol. Consta de tres dormitorios amplios, gran salón-comedor, cocina cuadrada de gran tamaño, terraza, dos baños, plaza de garaje y cuarto trastero. Dispone de ventanas tipo climalit y calefacción. ¡PARA ENTRAR A VIVIR!",True,good,False,False,1484.0,True,False,True,False,False,False,flat,"Someso - Matogrande, A Coruña",Piso en Calle Manuel Ferrol,True,True,,3578,,,,
5,99484832,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d5/90/19/1045452417.jpg,24,5,190000.0,flat,sale,120.0,True,4,2,Calle Fray Pedro Payo Piñeiro,A Coruña,A Coruña,Eirís,es,43.3428717,-8.3945717,False,https://www.idealista.com/inmueble/99484832/,3841,"ATENCIÓN - OPORTUNIDAD EN EIRÍS - 4 DORMITORIOS CON GARAJE Y TRASTERO - MUY LUMINOSO. Te presentamos este amplio piso en Eirís viejo. Situado a un paso de los hospitales y de las salidas de la ciudad, con todos los servicios en los alrededores tales como colegios, farmacias, parques, zonas verdes.. . Se distribuye en 4 dormitorios dobles y amplios, 1 baño de 4 piezas en pasillo así como un aseo en pasillo(ambos con ventana), salón comedor espacioso, cocina independiente y equipada. Suelos de parquet y ventanas dobles de aluminio climalit. Trastero amplio dentro de la propia vivienda. Plaza de garaje en otro edificio. Edificio con ascensor a cota cero y sin barreras arquitectónicas. Este es el piso que estás buscando! No lo dudes y llámanos para visitar...",False,good,False,True,1583.0,True,False,False,False,False,False,flat,"Eirís, A Coruña",Piso en Calle Fray Pedro Payo Piñeiro,True,True,,5438B,,,,
6,99451865,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/46/a1/830208741.jpg,21,3,275000.0,flat,sale,75.0,True,2,2,Calle Manuel Murguía,A Coruña,A Coruña,Riazor - Los Rosales,es,43.3701627,-8.4242717,False,https://www.idealista.com/inmueble/99451865/,2227,"Presentamos este maravilloso y acogedor piso muy próximo a Riazor y a la casa del Agua, con vistas despejadas gracias a que no tiene edificios enfrente, pudiendo ver incluso la torre de Hércules. El piso se encuentra en una comunidad muy bien cuidada y video-vigilada. Dispone además de 2 plazas de GARAJE y 2 TRASTEROS. Si interesa también se podría negociar el alquiler de una segunda plaza con trastero Consta de 75 m2 muy bien distribuidos, sin pasillo, y todo exterior, excepto los baños. Desde el hall de la entrada accedemos al amplio y luminoso salón, gracias a su amplio ventanal con ventanas climalit oscilobatientes lo que inunda esta estancia de luz natural durante todo el dia. La cocina está totalmente equipada con vitro, lavavajillas... , muy cuidada. El baño principal es amplio con cabina de hidromasaje. Los dos dormitorios de los que dispone son de muy buen tamaño, el principal hacia la calle Manuel Murgia, con armario empotrado y baño con bañera en SUIT, además de ventana Komerling insonorizada. El segundo dormitorio se puede utilizar bien como dormitorio o como office o despacho, dependiendo de tus necesidades! El inmueble está en un estado de conservación impecable, con muebles a estrenar como sofá, colchón, escritorio.. . Ubicado en una zona excepcional, con todos los servicios próximos y muy buena comunicación de entrada y salida a la ciudad, ya que se encuentra a escasos metros de la Tercera Ronda.",True,good,False,True,3667.0,True,False,False,False,False,False,flat,"Riazor - Los Rosales, A Coruña",Piso en Calle Manuel Murguía,True,True,,0211,,,,
7,99139846,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cd/31/86/1045726707.jpg,33,,200000.0,flat,sale,102.0,False,2,2,Monte Alto - Zalaeta - Atocha,A Coruña,A Coruña,Monte Alto - Zalaeta - Atocha,es,43.3811317,-8.4006016,False,https://www.idealista.com/inmueble/99139846/,458,"_ ASINMO te ofrece estupenda vivienda en la zona de Monte Alto. C/ Suevia. _ Ubicado en agradable y cuidado entorno con todos los servicios a un paso y comercios varios. ""Barrio de moda"". _ Sus 102m2 construidos se distribuyen en una vivienda de 89m2 aprox. El precio incluye un práctico trastero muy luminoso con acceso independiente a través de fachada principal. _ Se distribuye en: _ 1 Cocina Independiente con gran capacidad de almacenaje. _ 1 Bonito Salón con amplios ventanales. _ 1 Baño completo y 1 Aseo. _ 2 Dormitorios. Ambos con capacidad para cama doble.   _ Además cuenta con una tercera estancia actualmente dedicada a cuarto de plancha desde la que se accede a un patio de uso privado de 20m2 aprox muy práctico. _ Destaca por su buen estado de conservación. Listo para entrar a vivir. _ Acondicionado con armarios empotrados. Acabados en Roble.   Suelos de Parquet. Hilo musical. Calefacción eléctrica. Agua a través de termo eléctrico. Persianas motorizadas en cocina y salón. _ Mejor Ver. Enseña Asinmo.  .",False,good,False,True,1961.0,True,False,True,False,False,False,flat,"Monte Alto - Zalaeta - Atocha, A Coruña",Piso,,,,08630,,,,
8,97788056,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6b/9e/8f/990426721.jpg,24,7,295000.0,flat,sale,101.0,True,4,2,Cuatro Caminos - Plaza de la Cubela,A Coruña,A Coruña,Cuatro Caminos - Plaza de la Cubela,es,43.3561787,-8.404935,False,https://www.idealista.com/inmueble/97788056/,2405,"Corte ingles una de las zonas de la ciudad mas acomodadas para residir por todos los servicios que ofrece colegios, parques, zona comercial y de ocio, proxima zona peatonal alcalde marchesi, les presentamos una vivienda totalmente reformada, con acabados de primera calidad, cuenta con tres dormitorios con sus armarios y en el dormitorio principal en suit dispone de un baño diseñado tipo spa donde podras disfrutar de su gran bañera hidromasaje y ducha efecto lluvia con luminacion cromoterapia, el otro baño completo con ducha, una cocina amueblada, y ademas una cuarta habitacion a la que se le pueden dar diferentes usos, toda la vivienda tiene luz indirecta led, la calefaccion es central y el agua caliente por contador individual, ventanas climalit con oscilovatiente, es una vivienda alta con vistas despejadas, es el unico edificio en la calle que cuenta con plaza de garaje y ademas con acceso directo desde el ascensor.",False,good,False,True,2921.0,True,False,True,False,False,False,flat,"Cuatro Caminos - Plaza de la Cubela, A Coruña",Piso,True,True,,N2626,,,,
9,96976409,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6b/c9/7c/1045725197.jpg,24,3,169000.0,flat,sale,97.0,True,3,2,Agra del Orzán - Ventorrillo,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3617159,-8.4250344,False,https://www.idealista.com/inmueble/96976409/,2755,"Estupendo piso zona ventorrillo, se trata de un tercero con ascensor con garaje y trastero en el mismo edificio. (GARAJE OPCIONAL 18.000€, PRECIO TOTAL CON GARAJE 187.000€) Consta de 97m2 distribuidos en 3 dormitorios dobles, salón, cocina independiente, dos baños, plaza garaje y trastero. Tanto el salón, como dos de las habitaciones dan a la fachada principal y el resto da a un patio amplio. Calefacción mediante acumuladores eléctricos, suelos de parquet elondo en buen estado, al piso le hace falta una actualización, pero se encuentra en muy buen estado. Para más información no dude en llamarnos. Venga a visitarlo.   ENSEÑA ASINMO  .",False,good,False,True,1742.0,True,False,True,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso,,,,08496,,,,
10,98266385,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c6/36/28/1006068863.jpg,41,5,299000.0,duplex,sale,148.0,True,4,3,"Calle Merced, 32",A Coruña,A Coruña,Los Castros - Castrillón,es,43.3529042,-8.3958421,True,https://www.idealista.com/inmueble/98266385/,2721,"A 5 minutos a pie de Cuatro Caminos se sitúa este espectacular Dúplex de cuatro dormitorios con plaza de garaje y trastero! Soleado como pocos, con despejadas vistas a toda la ciudad y una ubicación excepcional, ésta vivienda hará las delicias de cualquier familia que valore el poder residir en un barrio consolidado dotado de todos los servicios e infraestructuras propios del centro urbano. Sus casi 150 metros cuadrados útiles se distribuyen en planta quinta y sexta de un edificio con sólo dos viviendas por planta. En la planta de acceso cuenta con hall en el que nacen las escaleras que conducen al piso de arriba, amplísimo salón comedor, aseo de cortesía y cocina. En la planta alta se sitúan los cuatro dormitorios, siendo el principal en suite y un baño completo de servicio a los restantes dormitorios. Cabe destacar el modelo constructivo dotado de materiales de alta calidad así como las maderas presentes en parquet y escaleras. Todas las estancias, incluidos los 3 baños, cuentan con ventana. Así mismo, no encuentra obstáculo visual alguno y sus estancias son inundadas de luz y sol a lo largo de todo el día!  Además de los armarios empotrados de todos los dormitorios, la vivienda cuenta con un cuarto de almacenaje de gran superficie dentro de uno de los dormitorios y un trastero en la planta destinada a trasteros. Completamos ésta ideal vivienda con una amplia plaza de garaje en el propio edificio. Es poca la oferta de viviendas con tantas posibilidades así que si quieres verla ponte rápidamente en contacto con nosotros! No pierdas la oportunidad, no te decepcionará! [IW].",False,good,False,True,2020.0,False,False,True,False,False,False,flat,"Los Castros - Castrillón, A Coruña","Dúplex en Calle Merced, 32",True,True,duplex,B225,,,,
11,95289034,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6f/ab/52/914408560.jpg,27,1,130000.0,flat,sale,70.0,False,3,2,Travesía rianxo,A Coruña,A Coruña,Cuatro Caminos - Plaza de la Cubela,es,43.3546574,-8.4024546,False,https://www.idealista.com/inmueble/95289034/,2537,"Ref 1424. Piso en zona Corte Ingles con reforma integral de diseño realizada muy recientemente. Se trata de primer piso sin ascensor distribuido en: salón comedor con salida hacia patio, cocina con todos los electrodomésticos, dos dormitorios y un despacho así como dos baños, (ambos con ducha) además de recibidor. Ventanas oscilobatientes, calefacción de gas natural, suelos de gres. 40 euros de comunidad. INMOBILIARIA ATICO.",False,good,False,False,1857.0,True,False,True,False,False,False,flat,"Cuatro Caminos - Plaza de la Cubela, A Coruña",Piso en Travesía rianxo,,,,1424,,,,
12,99500204,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a9/05/3f/1045904825.jpg,12,6,123000.0,flat,sale,77.0,True,2,1,"Avenida de Oza, 129",A Coruña,A Coruña,Los Castros - Castrillón,es,43.3532295,-8.3916686,True,https://www.idealista.com/inmueble/99500204/,2733,"Os presentamos esta vivienda en Avenida de Oza, muy cerca de la conocida Glorieta de Los Castros.  La propiedad cuenta con la mejor orientación en la ciudad: la orientación SUR, lo que la hace especialmente soleada y alegre. La misma se encuentra distribuida en recibidor, salón, dos dormitorios y un tercer espacio independiente ideal para vestidor o despacho, cuarto de baño completo con bañera, cuarto de lavadora-trastero y cocina independiente. El edificio cuenta con dos ascensores y plataforma elevadora para personas con movilidad reducida. Ideal para inversores dada la alta demanda de arrendamiento en la zona. Ven a visitarlo con nosotros!",False,renew,False,True,1597.0,False,False,False,False,False,False,flat,"Los Castros - Castrillón, A Coruña","Piso en Avenida de Oza, 129",,,,V1082P,,,,
13,99094744,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/99/dc/8f/1033297394.jpg,31,,120000.0,studio,sale,70.0,True,0,1,"Calle Caballeros, 47",A Coruña,A Coruña,Cuatro Caminos - Plaza de la Cubela,es,43.3508107,-8.4046994,True,https://www.idealista.com/obra-nueva/99094744/,2987,"Estupendo espacio de obra nueva de 70 m2 de superficie aproximadamente, ideal para loft y para personalizar, con plaza de garaje y acceso independiente, en un edificio de reciente construcción. Consulte condiciones y posibilidades de acondicionamiento.",True,newdevelopment,True,True,1714.0,True,False,False,False,False,False,flat,"Cuatro Caminos - Plaza de la Cubela, A Coruña","Estudio en Calle Caballeros, 47",,,studio,C47 Local Loft ,,,"[{'name': 'loftType', 'text': 'Loft'}]",True
14,99477215,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c2/87/10/1045205005.jpg,29,8,275000.0,duplex,sale,90.0,True,3,3,Manuel Azaña s/n,A Coruña,A Coruña,Riazor - Los Rosales,es,43.3750436,-8.4285958,True,https://www.idealista.com/inmueble/99477215/,2443,"Piso en venta con vistas despejadas al mar en los Rosales. Se trata de una vivienda de tipología dúplex de 90m² distribuidos en dos plantas. En la planta baja, salón comedor con amplios ventanales, cocina amueblada y equipada con todos los electrodomésticos y zona de lavandería, un aseo de cortesía. La planta superior consta de tres dormitorios, 2 cuartos de baño (un aseo en el dormitorio principal). Calefacción independiente de gas natural, suelos en parquet y servicio de armarios empotrados. La vivienda dispone de una plaza de garaje apta para cualquier vehículo y trastero en el mismo edificio con servicio de ascensor desde la propia vivienda. Portal sin barreras arquitectónicas. Excelente estado. Situado en una zona residencial con todos los servicios, a escasos metros del paseo marítimo y con excelentes comunicaciones de entrada y salida de la ciudad. Urbenorte.",True,good,False,True,3056.0,False,False,False,False,False,False,flat,"Riazor - Los Rosales, A Coruña",Dúplex en Manuel Azaña s/n,True,True,duplex,VENC1875,,,,
15,99363698,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5b/82/0d/1041537614.jpg,34,2,164500.0,flat,sale,86.0,True,2,2,Luis Peña novo,A Coruña,A Coruña,Someso - Matogrande,es,43.3393107,-8.4183166,False,https://www.idealista.com/inmueble/99363698/,4517,"Presentamos este PISAZO situado en C. Luis Peña Novo, con una gran conexión debido a su cercanía a diferentes salidas/entradas de la ciudad (Tercera ronda, Alfonso Molina.. . ) con todos los servicios en los alrededores y en unas CONDICIONES EXCELENTES. El piso se distribuye de la siguiente manera: Hall de entrada, una CÓMODA cocina completamente EQUIPADA, con electrodomésticos prácticamente a estrenar, un cuarto de baño auxiliar con plato de ducha, un GRAN salón muy LUMINOSO, la habitación secundaria de un muy BUEN tamaño y el dormitorio principal con baño en SUITE, GRANDE y BIEN distribuido. Zonas comunes con PISCINA Y SAUNA!  PLAZA DE GARAJE Y TRASTERO.   .",True,good,False,True,1913.0,True,False,False,False,False,False,flat,"Someso - Matogrande, A Coruña",Piso en Luis Peña novo,True,True,,Br-0151,,,,
16,99387139,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/50/ce/27/1042339550.jpg,31,8,275000.0,duplex,sale,90.0,True,3,3,Calle Manuel Azaña,A Coruña,A Coruña,Riazor - Los Rosales,es,43.3765791,-8.4294736,False,https://www.idealista.com/inmueble/99387139/,2502,"¡IMPRESIONANTE DUPLEX EN MANUEL AZAÑA! . VISTAS INFINITAS AL MAR, IDÍLICO PISO TOTALMENTE REFORMADO. TODO EXTERIOR. Con todos los servicios cerca y líneas de buses! En la planta primera, nos encontramos un ENORME SALÓN COMEDOR lleno de luz, con ventanas oscilobatientes, una GRAN COCINA completamente EQUIPADA con todos los electrodomésticos, y un pequeño ASEO.  En la segunda planta, nos encontramos con los 3 dormitorios, todos exteriores, ACOGEDORES y con armarios EMPOTRADOS. Una de las habitaciones tiene baño en SUITE. Las otras dos son más pequeñas, aunque tenían de origen cama de 1,20m. Por último en la planta segunda, tiene otro aseo más, en total 2. Parqué barnizado y piso recién pintado, baños reformados y armarios NUEVOS.",True,good,False,True,3056.0,True,False,False,False,False,False,flat,"Riazor - Los Rosales, A Coruña",Dúplex en Calle Manuel Azaña,,,duplex,Ma - 0155,,,,
17,99066987,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/79/89/60/1032538726.jpg,22,4,230000.0,flat,sale,114.0,True,4,2,Avenida Peruleiro,A Coruña,A Coruña,Riazor - Los Rosales,es,43.3677139,-8.4241919,False,https://www.idealista.com/inmueble/99066987/,2332,"Os presentamos este Piso de CUATRO dormitorios, trastero y PLAZA de garaje, con POSIBILIDAD DE UNA SEGUNDA MÁS AMPLIA, situado a escasos minutos andando de LA PLAYA DE RIAZOR, La Casa del Agua y el estadio de Riazor. El piso cuenta con un gran salón comedor, hall de entrada, cocina amplia con zona de lavandería, tres dormitorios, principal con cuarto de baño y otro cuarto de baño para zonas comunes, trastero y plaza de garaje! COCINA EQUIPADA CON TODOS LOS ELECTRODOMÉSTICOS. El estado de conservación es bueno y está para entrar a vivir. TIENE UNA DISTRIBUCIÓN óptima, ya que no pierde metros por ningún lado, todo muy bien aprovechado. Piso con MUCHA LUZ, en una zona con todas las comodidades y servicios a su alrededor y con muy buenos accesos. Contacta con nosotros para más información, te atenderemos sin ningún tipo de compromiso. Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual.",True,good,False,True,2018.0,True,False,False,False,False,False,flat,"Riazor - Los Rosales, A Coruña",Piso en Avenida Peruleiro,True,True,,AN-0227,,,,
18,98723606,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/46/0e/f3/1021686802.jpg,33,,230000.0,chalet,sale,180.0,False,5,2,Calle lineo,A Coruña,Oleiros,Perillo,es,43.3395795,-8.3745693,False,https://www.idealista.com/inmueble/98723606/,4619,"Os presentamos esta increíble vivienda familiar ADOSADA tipo TRIPLEX en Santa Cristina. Situada a escasos metros de la playa con todos los servicios a su alrededor, próxima a supermercados, restaurantes, gimnasios, cafeterías, paradas de autobús, parques etc. Con orientación este-oeste, una propiedad EXTERIOR, MUY LUMINOSA, con ventanas de aluminio, suelos de parque y calefacción de gas natural. Sus 180 m2 se distribuyen en tres plantas: -En la primera planta (semidiáfana) nos encontramos con un AMPLIO salón-comedor, una ESPACIOSA cocina y cuarto de baño. -Subimos a una segunda planta por unas preciosas escaleras de madera donde nos encontraremos con 3 dormitorios dobles (uno con salida a una pequeña terraza al este) y un baño completo. -En la ultima planta tenemos 2 amplias habitaciones y la posibilidad de habilitar trastero en el bajo cubierta. La propiedad se vende amueblada, también se la opción al futuro propietario de vaciarlo antes de entregarlo. Contacta con nosotros paramas información, te atenderemos sin ningún tipo de compromiso. Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual.",True,good,False,,1278.0,True,False,False,False,False,False,chalet,"Perillo, Oleiros",Chalet adosado en Calle lineo,,,terracedHouse,CAR-0140,,,,
19,98062319,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/33/e0/36/999682713.jpg,21,1,180000.0,flat,sale,55.0,True,1,1,ORZAN,A Coruña,A Coruña,Ensanche - Juan Florez,es,43.3682376,-8.4054197,False,https://www.idealista.com/inmueble/98062319/,1151,"Presentamos este PRECIOSO piso al lado de la PLAYA, en una de las MEJORES ZONAS de La Coruña!  Disfruta de una vivienda RECIÉN REFORMADA, ubicado en una calle tranquila pero en pleno corazón de La Coruña, al lado de la playa, a un paso de la Plaza de Pontevedra y con todos los servicios cerca: farmacias, supermercados, colegios, restaurantes, tiendas, transporte público. Sin duda una zona idílica para vivir. El piso tiene 55 m2 y se distribuye en hall, salón, cocina, 1 habitación y un baño completo Al entrar en la vivienda nos encontramos con el hall, el salón y la cocina, todo ello en un espacio abierto.  La cocina está equipada con todos los electrodomésticos, nevera combi, lavadora, horno, y placa vitrocerámica. La cocina tiene también una ventana con salida al patio del edificio por lo que recibe luz por ambos lados. El dormitorio, es habitación ITALIANA, cuenta con unos AMPLIOS ARMARIOS BLANCOS; el BAÑO reformado, con ventana y completo con plato de ducha y mampara de cristal. VIDEO DISPONIBLE EN EL ANUNCIO!",True,good,False,False,3273.0,True,False,False,False,False,False,flat,"Ensanche, A Coruña",Piso en ORZAN,,,,Ma - 0226,Ensanche,,,
