,propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,superTopHighlight,topNewDevelopment,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,externalReference,neighborhood,parkingSpace.parkingSpacePrice,labels,newDevelopmentFinished
46,98454769,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e8/9e/56/1012936487.jpg,26,3,299000.0,flat,sale,110.0,True,3,2,"Calle Barcelona, A Coruña",A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3621327,-8.4243171,False,https://www.idealista.com/inmueble/98454769/,2681,"Piso en Villa de Negreira con calle Barcelona, amplio, en excelente estado (para entrar a vivir). Dispone de 100m² útiles, salón- comedor, cocina independiente totalmente equipada, cuarto de lavandería, tendedero interior y exterior, 4 dormitorios, todos con armarios empotrados, 2 baños (uno en dormitorio principal), ventanas de P. V. C. oscilobatientes con acristalamiento Climalit, suelo de parquet, calefacción por acumuladores, vivienda luminosa, ascensor, un piso por planta. Garaje y trastero en el mismo edificio. Situado en zona con todos los servicios y comodidades. Urbenorte.",True,good,False,True,2718.0,False,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña","Piso en Calle Barcelona, A Coruña",True,True,,VENC1834,,,,
47,95108694,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/96/fb/ce/906444124.jpg,24,5,299000.0,flat,sale,135.0,True,4,2,Cuesta de La Palloza,A Coruña,A Coruña,Cuatro Caminos - Plaza de la Cubela,es,43.3584647,-8.4048505,False,https://www.idealista.com/inmueble/95108694/,2155,"AMPLIO Y SOLEADO piso para reformar en Cuatro Caminos, zona de la ciudad que se encuentra en pleno auge. Se encuentra ubicado a escasos metros de la Plaza Fábrica de Tabacos, en la que se han entregado recientemente diversas promociones de viviendas obra nueva. La zona cuenta con todo tipo de servicios, zonas verdes y peatonales, así como numerosos locales de ocio, lo que ha convertido a este barrio en uno de las más demandados de la ciudad. La vivienda tiene una superficie de 120m² útiles y una bonita distribución que le otorga al inmueble múltiples posibilidades para llevar a cabo una reforma personalizada. Dispone de 4 dormitorios, amplio salón-comedor, 2 baños y una gran cocina con zona de comedor y zona de lavandería independiente. Dispone de calefacción central de gasóleo. Portal reformado recientemente. Urbenorte.",True,renew,False,True,2215.0,False,False,False,False,False,False,flat,"Cuatro Caminos - Plaza de la Cubela, A Coruña",Piso en Cuesta de La Palloza,,,,VENC1667,,,,
48,99147440,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d8/52/ac/1035104651.jpg,31,1,160000.0,flat,sale,80.0,True,2,2,Carretera de Visma a Mazaido,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.368999,-8.4303908,False,https://www.idealista.com/inmueble/99147440/,2736,"REFORMADO A ESTRENAR Y CON VISTAS AL MAR. Piso en planta primera con vistas despejadas, totalmente reformado con acabados actuales, ¡lo estrenarás tú! . Es muy luminoso gracias a que es un edificio en esquina que destaca por su gran cantidad de ventanales a tres calles, es totalmente exterior a excepción del baño en suite. Cuenta con dos amplios dormitorios dobles con armarios empotrados lacados en blanco, siendo uno suite. El secundario tiene un bonito mueble escritorio a medida ideal para los niños o para teletrabajar. Los dos baños son completos, modernos y prácticos, cocina exterior nueva con electrodomésticos a estrenar también y espacio para mesa. Un cuarto de lavandería ideal para la ropa blanca donde se ubica el termo. Amplio trastero y plaza de garaje muy cómoda. Ha estado alquilado en 600 euros sin la reforma por lo que es una compra interesante en rentabilidad. No dude en llamarnos para tener más información. Tenemos llaves y una amplia disponibilidad para mostrárselo.",True,good,False,False,2000.0,False,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso en Carretera de Visma a Mazaido,True,True,,sanpedro,,,,
49,98199627,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2e/1c/64/1003767861.jpg,32,2,180000.0,flat,sale,76.0,True,2,1,Lagoas,A Coruña,A Coruña,Monte Alto - Zalaeta - Atocha,es,43.3812286,-8.4070767,False,https://www.idealista.com/inmueble/98199627/,817,"PISO CON FANTÁSTICO GARAJE EN EL PROPIO EDIFICIO! La vivienda del año 91 se encuentra en un edificio muy bien conservado y cuidado en una calle muy tranquila, pero a escasos metros de la Avenida de Hércules donde dispones de todos los servicios necesarios para el día a día. Cuenta con un buen salón-comedor que recibe mucha luz gracias a su amplio ventanal, cocina independiente equipada con muebles y electrodomésticos, con espacio para mesa de cocina amplia, tiene ventana a patio manzana por lo que es luminosa. Dos dormitorios ambos con espacio para camas dobles y el principal con armario empotrado de obra en madera maciza y un baño con bañera. Se encuentra en perfecto estado de funcionamiento, pero sería ideal barnizar el suelo que es de madera maciza y hacer alguna actualización en la cocina. Disfrute de un entorno tranquilo, familiar, bien comunicado, con todos los servicios a su alcance y a un paso de las mejores playas, del paseo marítimo y a Torre de Hércules. Suelos de parquet, ventanales de aluminio blanco, un cómodo trastero y lo más dificil de encontrar en el barrio: un buen garaje en el propio edificio. LlámNOA y ven a verlo con nosotras, estamos deseando informarle sobre esta propiedad y tenemos llaves para mostrarla con total disponibilidad. Si eres inversor te la alquilamos gratuitamente, llámamos.",True,good,False,True,2368.0,False,False,False,False,False,False,flat,"Monte Alto - Zalaeta - Atocha, A Coruña",Piso en Lagoas,True,True,,LAGOAS,,,,
0,98358096,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d8/a4/cb/1013779783.jpg,42,8,246000.0,flat,sale,79.0,True,2,2,Calle Revolución Francesa,A Coruña,A Coruña,Vioño,es,43.3541944,-8.4173095,False,https://www.idealista.com/inmueble/98358096/,2984,"Piso en venta en La Coruña. Piso de 2 habitaciones, con 2 baños, cocina americana amueblada y salón-comedor. Dispone de armarios empotrados. La finca cuenta con portero automático, ascensor y descansillo con escaleras. Se encuentra junto al parque de Vioño, al sur de A Coruña capital, con acceso a todos los servicios básicos: comercios, supermercados, centros educativos, deportivos y de salud, transporte público, servicios de hostelería y restauración, biblioteca municipal, etc. Goza de buenas comunicaciones: tiene acceso a la ronda Outeiro, con salida a las carreteras AG-55 y AC-14, paradas de autobús en las proximidades y la estación de tren de A Coruña a 800 m. Compra conjunta con plaza de garaje  Nuestro lema es la excelencia y trabajamos día a día para mantenerla. Hacemos la experiencia de compra o venta de un inmueble única para cada uno de nuestros clientes y propietarios. Bienvenidos a la singularidad, bienvenidos a Incor. OFRECEMOS SOLUCIONES, NO PROMESAS Encuentra más en.",False,good,False,True,3114.0,False,False,False,False,False,False,flat,"Vioño, A Coruña",Piso en Calle Revolución Francesa,True,True,,E1201,,,,
1,98483523,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c7/df/7e/1013794104.jpg,47,8,267530.0,flat,sale,108.0,True,3,2,Calle Revolución Francesa,A Coruña,A Coruña,Vioño,es,43.3558944,-8.4170095,False,https://www.idealista.com/inmueble/98483523/,2810,"Piso en venta en La Coruña. Piso de 3 habitaciones, con 2 baños, cocina americana amueblada y salón-comedor. Dispone de armario empotrado. La finca cuenta con portero automático, ascensor y descansillo con escaleras. Se encuentra junto al parque de Vioño, al sur de A Coruña capital, con acceso a todos los servicios básicos: comercios, supermercados, centros educativos, deportivos y de salud, transporte público, servicios de hostelería y restauración, biblioteca municipal, etc. Goza de buenas comunicaciones: tiene acceso a la ronda Outeiro, con salida a las carreteras AG-55 y AC-14, paradas de autobús en las proximidades y la estación de tren de A Coruña a 800 m. Compra conjunta con plaza de garaje. Nuestro lema es la excelencia y trabajamos día a día para mantenerla. Hacemos la experiencia de compra o venta de un inmueble única para cada uno de nuestros clientes y propietarios. Bienvenidos a la singularidad, bienvenidos a Incor. OFRECEMOS SOLUCIONES, NO PROMESAS Encuentra más en.",False,good,False,True,2477.0,False,False,False,False,False,False,flat,"Vioño, A Coruña",Piso en Calle Revolución Francesa,True,True,,E1202,,,,
2,98916646,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/06/af/dc/1027649971.jpg,34,4,229000.0,duplex,sale,89.0,True,2,2,"Laureano Mediante, 4",A Coruña,A Coruña,Los Castros - Castrillón,es,43.3531315,-8.3945353,True,https://www.idealista.com/inmueble/98916646/,2706,"Piso tipo dúplex al lado de Avenida de Oza muy cerca de la Gaiteira y a cinco minutos a pie de la Plaza de Cuatro Caminos. Ubicación todos los servicios, colegios, comercios, transporte público y cercano a los Parque de Europa y San Diego. A menos de cinco minutos en coche de los hospitales. Totalmente exterior y muy luminoso dada su altura y grandes ventanales. Perfecto estado de conservación, para entrar a vivir. En planta baja (planta cuarta) está la zona de día, con el salón con dos ventanales Climalit y vistas despejadas, la amplia cocina con muchísima capacidad de almacenamiento y con todos los electrodomésticos, el tendedero cubierto también con gran ventanal que le da a la cocina mucha luz. Tiene además en planta baja un amplio hall de entrada y un baño completo con mueble bajolavavo y ducha. En planta alta (planta quinta) hay otro baño completo, en esta ocasión con bañera de hidromasaje, y dos dormitorios con armarios empotrados (el dormitorio principal tiene además un mueble a medida debajo de la ventana). Desde las ventanas Velux hay vistas a la Ría. La ventana Velux del dormitorio principal tiene persiana motorizada. Calefacción hilo radiante con termostato individual en cada una de las estancias. Zona comunitaria con barbacoa, bancos y mesa de picnic. Plaza de garaje doble (para dos coches), véase la foto del garaje donde se observa como caben dos coches amplios de manera holgada. Si desea visitarlo, sin coste ni compromiso, póngase en contacto con nosotros, nos adaptamos a su disponibilidad horaria, incluídos los fines de semana.",False,good,False,True,2573.0,False,False,False,False,False,False,flat,"Los Castros - Castrillón, A Coruña","Dúplex en Laureano Mediante, 4",True,True,duplex,l44,,,,
3,98020353,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/44/10/16/998450771.jpg,31,3,155000.0,flat,sale,86.0,True,3,1,Avenida Hércules,A Coruña,A Coruña,Monte Alto - Zalaeta - Atocha,es,43.3791778,-8.4008789,False,https://www.idealista.com/inmueble/98020353/,282,"REFORMADO CON TRES DORMITORIOS Y ORIENTACIÓN SUR EN AVENIDA DE HÉRCULES. El piso se encuentra semi reformado. Consta de salón-comedor amplio con grandes ventanales que lo convierten en una estancia muy lumisosa y cálida. Tres dormitorios de buen tamaño y cocina reformada totalmente equipada con electrodomésticos nuevos en inox y baño con plato de ducha de buen tamaño y con acabados moderno. Calefacción individual y caldera nueva de gas natural, tuberías e instalación eléctrica recién cambiada por reforma de baño y cocina, ventanas climalit oscilobatientes en aluminio blanco en toda la casa. El suelo es de tarima y de parquet. Cuenta con una amplia terraza en la cubierta del edificio para disfrute de todos los vecinos. Muy cerca de la playa de Matadero una de las mejores playas urbanas de la ciudad, a un paso de la Plaza de España y del centro. Tenemos plaza de garaje en las inmediaciones en alquiler en nuestras obras y dos en venta. LLámenos, no lo dude. Estamos deseando atenderle.",False,good,False,False,1802.0,False,False,False,False,False,False,flat,"Monte Alto - Zalaeta - Atocha, A Coruña",Piso en Avenida Hércules,True,False,,hercules3d,,82.0,,
4,97854074,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/86/95/0d/992726835.jpg,28,7,115000.0,flat,sale,74.0,True,3,1,Avenida Glasgow,A Coruña,A Coruña,Someso - Matogrande,es,43.3399592,-8.4136972,False,https://www.idealista.com/inmueble/97854074/,4329,"Ref. 2242. Piso muy SOLEADO, luminoso y totalmente exterior.  Dispone de 3 dormitorios, dos de ellos individuales y otro de matrimonio. El baño está íntegramente reformado y tiene ventana. La cocina es independiente y cuenta también con zona de lavadero aparte. El agua caliente es por gas ciudad. Salón con cabida para formar 2 ambientes. Doble ventanal en toda la casa. Parking exterior comunitario. VISTAS DESPEJADAS. Próximo a la universidad. En el entorno tenemos gimnasio, piscinas, supermercado Carrefour, restaurantes y lugares de ocio.  Ven a verlo! Este anuncio no es vinculante, puede contener errores, se muestra a titulo informativo y no contractual. Tu inmobiliaria de confianza Encuentra más en.",False,good,False,True,1554.0,False,False,False,False,False,False,flat,"Someso - Matogrande, A Coruña",Piso en Avenida Glasgow,,,,2242,,,,
5,98140362,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2b/4c/14/1041361608.jpg,24,5,280000.0,flat,sale,100.0,True,3,2,Calle Joaquín Galiacho,A Coruña,A Coruña,Los Castros - Castrillón,es,43.3505831,-8.401679,False,https://www.idealista.com/inmueble/98140362/,2981,"REF: 7259 PARQUE DE OZA. Piso muy luminoso con vistas despejadas que consta de amplio salón, cocina independiente con todos los electrodomésticos ( vitrocerámica, nevera, horno, microondas. ), tres dormitorios con armarios empotrados y dos cuartos de baño con bañera. La vivenda cuenta con ventanas oscilobatientes climalit, suelos de parquet y calefacción de gas natural. Ubicado cerca del parque de Oza, con todos los servicios cerca, ( farmacias, supermercados, trasporte publico, y zonas ajardinadas para pasear... ) En el precio se incluye garaje y trastero. Si quieres más información y/o concertar una visita, llámanos al 981914705 o pasa por nuestra oficina en Plaza de Vigo (Calle Menéndez y Pelayo, 12, Bajo). Para encontrar más alternativas.",False,good,False,True,2800.0,False,False,False,False,False,False,flat,"Los Castros - Castrillón, A Coruña",Piso en Calle Joaquín Galiacho,True,True,,07259,,,,
6,99233394,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2d/b0/cc/1037323096.jpg,21,6,185000.0,flat,sale,50.0,True,1,1,Calle Juan Flórez,A Coruña,A Coruña,Ensanche - Juan Florez,es,43.3605772,-8.4050784,False,https://www.idealista.com/inmueble/99233394/,1933,"REF. 7351 JUAN FLOREZ CON TERRAZA. Apartamento en pleno centro de la ciudad que cuenta con 50m2 de vivienda, y  30 m2 de terraza exterior. Cuenta con amplió salón-comedor y zona para teletrabajar con amplios ventanales, lo que permite que entre mucha luz. Una cocina americana, un dormitorio y un baño completo. En el precio se incluye trastero de 20m2. Ya renovada instalación de fontanería En la venta no se incluyen electrodomésticos, (excepto vitrocerámica), ni mobiliario. Suelos de marmol y de parquet. Si quieres más información y/o concertar una visita, llámanos al 981914705 o pasa por nuestra oficina en Plaza de Vigo (Calle Menéndez y Pelayo 12, Bajo). Para encontrar más alternativas en    .",True,good,False,True,3700.0,False,False,False,False,False,False,flat,"Ensanche, A Coruña",Piso en Calle Juan Flórez,,,,07351,Ensanche,,"[{'name': 'apartamentoType', 'text': 'Apartamento'}]",
7,98836323,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6f/8f/b0/1025378298.jpg,26,4,297000.0,flat,sale,101.0,True,3,2,ANTÓN VILAR PONTE,A Coruña,A Coruña,Ensanche - Juan Florez,es,43.3587287,-8.4055644,False,https://www.idealista.com/inmueble/98836323/,2142,"Piso totalmente reformado, en edificio rehabilitado a 70 metros de la calle Juan Florez, calle Antón Vilar Ponte. Muy luminoso con orientación sur-oeste 95 m² útiles, 3 dormitorios, principal con zona de vestidor, 2 baños completos, ampalio salón con zona de comedor, cocina totalmente equipada con cuarto de lavandería y salida a terraza con orientación sur. Suelos en tarima de lama ancha de roble, ventanas con rotura de puente térmico con apertura oscilobatiente, calefacción de calor azul, puerta blindada. Ascensor. Terraza trasera con vistas despejadas. Urbenorte.",True,good,False,True,2941.0,False,False,False,False,False,False,flat,"Falperra-Santa Lucía, A Coruña",Piso en ANTÓN VILAR PONTE,,,,VENC1846,Falperra-Santa Lucía,,,
8,98483525,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f1/2c/6d/1013794420.jpg,39,8,240710.0,flat,sale,92.0,True,2,1,Calle Revolución Francesa,A Coruña,A Coruña,Vioño,es,43.3572944,-8.4177095,False,https://www.idealista.com/inmueble/98483525/,2711,"Piso en venta en La Coruña. Piso de 2 habitaciones, con 1 baño, cocina americana amueblada y salón-comedor. Dispone de armario empotrado. La finca cuenta con portero automático, ascensor y descansillo con escaleras. Se encuentra junto al parque de Vioño, al sur de A Coruña capital, con acceso a todos los servicios básicos: comercios, supermercados, centros educativos, deportivos y de salud, transporte público, servicios de hostelería y restauración, biblioteca municipal, etc. Goza de buenas comunicaciones: tiene acceso a la ronda Outeiro, con salida a las carreteras AG-55 y AC-14, paradas de autobús en las proximidades y la estación de tren de A Coruña a 800 m. Compra conjunta con plaza de garaje (incluída en el precio) Nuestro lema es la excelencia y trabajamos día a día para mantenerla. Hacemos la experiencia de compra o venta de un inmueble única para cada uno de nuestros clientes y propietarios. Bienvenidos a la singularidad, bienvenidos a Incor. OFRECEMOS SOLUCIONES, NO PROMESAS Encuentra más en.",False,good,False,True,2616.0,False,False,False,False,False,False,flat,"Vioño, A Coruña",Piso en Calle Revolución Francesa,True,True,,E1203,,,,
9,98572455,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/26/34/c9/1016740305.jpg,32,2,220000.0,flat,sale,73.0,True,2,2,Camino os Fortes ao Monte de San Pedro,A Coruña,A Coruña,Riazor - Los Rosales,es,43.3757825,-8.4399656,False,https://www.idealista.com/inmueble/98572455/,3353,"Piso en venta A Coruña, Los Rosales, 2 habitaciones, 2 plazas de garaje, piscina Acogedor piso en edificio con piscina climatizada en Los Rosales. Próximo a parques del monte de San Pedro y Bens, paseo marítimo y con excelente acceso a la Tercera Ronda. Todos los servicios a un paso. Excelente estado de conservación. A resaltar su espléndida luz, que penetra a través del muro cortina de cristal al que se asoma la galería compartida entre el salón y el dormitorio principal, ambos orientados al sur. Máximo aprovechamiento del espacio habitable, con una excelente distribución y todas sus estancias exteriores. Cuenta con salón, 2 dormitorios, 2 cuartos de baño, uno de ellos integrado en el dormitorio principal, cocina equipada con todos los electrodomésticos y espacioso lavadero. Dispone de 2 plazas de garaje y trastero. Edificio sin barreras arquitectónicas, con caldera de gas central y contadores individuales así como placas solares para climatización de la piscina cubierta integrada en el sótano.",False,good,False,True,3014.0,False,False,False,False,False,False,flat,"Riazor - Los Rosales, A Coruña",Piso en Camino os Fortes ao Monte de San Pedro,True,True,,P0437,,,,
10,96796286,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/06/7b/89/956805736.jpg,37,3,139000.0,flat,sale,71.0,True,2,1,CUEVAS,A Coruña,A Coruña,Monte Alto - Zalaeta - Atocha,es,43.375829,-8.3973293,False,https://www.idealista.com/inmueble/96796286/,189,"PISO REFORMADO EN ZONA PLAZA DE ESPAÑA.   Es un piso alto y soleado gracias a su orientación sur y sus amplios ventanales. Tiene dos dormitorios de buen tamaño, un salón comedor amplio ya que se le ha anexado una habitación italiana, un baño con ventana y cocina independiente también exterior. Los acabados son modernos: tarima de roble de lama ancha con rodapié y carpintería en color blanco, la cocina y el baño no han sido actualizados, pero ambos tienen la fontanería renovada y se encuentran en perfecto estado de funcionamiento. Los electrodomésticos son modernos y seminuevos por lo que es una cocina bonita y funcional. Tiene tendedero a patio cubierto, y se vendería amueblado con casi la totalidad de los muebles que se ven en las fotografías. En su entorno nos encontramos toda clase de servicios: tiendas, panaderías, restaurantes y con la Plaza de España a unos metros. Y es que en el comienzo de Monte Alto, uno de los barrios más demandandos no falta nada; el paseo Marítimo está muy cerca y se llega andado a la playa en 5 minutos y además es una calle tranquila. La comunidad está ya mirando la instalación del ascensor desde cota cero. Llámenos para más información, estamos deseando enseñarle este nuevo inmueble en venta de nuestra agencia Ninbú Grupo Inmobiliario. Si precisa vender su inmueble o una hipoteca esteremos encantados de ayudarle, tenemos convenios con las principales entidades bancarias, permite que nuestros clientes disfruten de las mejores condiciones de financiación del mercado con condiciones especiales y ventajosas.",False,good,False,False,1958.0,False,False,False,False,False,False,flat,"Monte Alto - Zalaeta - Atocha, A Coruña",Piso en CUEVAS,,,,cuevas,,,,
11,99128473,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ae/f4/50/1034483316.jpg,44,4,209000.0,duplex,sale,108.0,True,3,2,Buenavista,A Coruña,A Coruña,Los Castros - Castrillón,es,43.3514335,-8.3879312,False,https://www.idealista.com/inmueble/99128473/,3000,"Ref. - 1549 Se vende maravilloso dúplex en la calle Buenavista. En la planta baja tiene salón, cocina y un baño y en la superior tres dormitorios y otro baño. Calefacción central y agua caliente de butano. El edificio dispone de ascensor. El precio incluye la plaza de garaje y trastero. Gastos de comunidad 74 euros. ÁTICO, tu inmobiliaria de confianza en A Coruña. Este anuncio no es contractual ni vinculante, puede contener errores o sufrir variaciones. Más inmuebles en.",False,good,False,True,1935.0,False,False,False,False,False,False,flat,"Los Castros - Castrillón, A Coruña",Dúplex en Buenavista,True,True,duplex,1549,,,,
12,98375945,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a1/ed/63/1013797528.jpg,43,1,258670.0,flat,sale,95.0,True,3,2,Calle Revolución Francesa,A Coruña,A Coruña,Vioño,es,43.3550944,-8.4176095,False,https://www.idealista.com/inmueble/98375945/,2911,"Piso en venta en La Coruña. Piso de 3 habitaciones, con 2 baños, cocina americana amueblada y salón-comedor. Dispone de armario empotrado. La finca cuenta con portero automático, ascensor y descansillo con escaleras. Se encuentra junto al parque de Vioño, al sur de A Coruña capital, con acceso a todos los servicios básicos: comercios, supermercados, centros educativos, deportivos y de salud, transporte público, servicios de hostelería y restauración, biblioteca municipal, etc. Goza de buenas comunicaciones: tiene acceso a la ronda Outeiro, con salida a las carreteras AG-55 y AC-14, paradas de autobús en las proximidades y la estación de tren de A Coruña a 800 m. Compra conjunta con plaza de garaje. Nuestro lema es la excelencia y trabajamos día a día para mantenerla. Hacemos la experiencia de compra o venta de un inmueble única para cada uno de nuestros clientes y propietarios. Bienvenidos a la singularidad, bienvenidos a Incor. OFRECEMOS SOLUCIONES, NO PROMESAS Encuentra más en.",False,good,False,True,2723.0,False,False,False,False,False,False,flat,"Vioño, A Coruña",Piso en Calle Revolución Francesa,True,True,,E1204,,,,
13,98576722,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/96/35/b4/1016891423.jpg,21,6,255000.0,flat,sale,109.0,True,4,2,Ramón y Cajal,A Coruña,A Coruña,Cuatro Caminos - Plaza de la Cubela,es,43.356403,-8.4032662,False,https://www.idealista.com/inmueble/98576722/,2354,"Piso exterior de 100m² útiles, muy luminoso con orientación Sur en la calle Ramón y Cajal, frente al Corte Inglés. Se trata de una vivienda de 4 dormitorios, 2  baños completos, amplio salón y cocina. Calefacción central de gas natural y suelos en parquet. Portal sin barreras arquitectónicas, fachada trasventilada, cubierta del edificio cambiada, portal rehabilitado, (todas las derramas pagadas). Excelente situación, zona con todos los servicios. Urbenorte.",True,renew,False,True,2339.0,False,False,False,False,False,False,flat,"Cuatro Caminos - Plaza de la Cubela, A Coruña",Piso en Ramón y Cajal,,,,VENC1832,,,,
14,99288303,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8a/f5/ed/1039358157.jpg,33,4,229000.0,flat,sale,89.0,True,2,2,Laureano Mediante,A Coruña,A Coruña,Los Castros - Castrillón,es,43.3518292,-8.3928468,False,https://www.idealista.com/inmueble/99288303/,2868,"Piso tipo dúplex al lado de Avenida de Oza muy cerca de la Gaiteira y a cinco minutos a pie de la Plaza de Cuatro Caminos. Ubicación todos los servicios, colegios, comercios, transporte público y cercano a los Parque de Europa y San Diego. A menos de cinco minutos en coche de los hospitales. Totalmente exterior y muy luminoso dada su altura y grandes ventanales. Perfecto estado de conservación, para entrar a vivir. En planta baja (planta cuarta) está la zona de día, con el salón con dos ventanales Climalit y vistas despejadas, la amplia cocina con muchísima capacidad de almacenamiento y con todos los electrodomésticos, el tendedero cubierto también con gran ventanal que le da a la cocina mucha luz. Tiene además en planta baja un amplio hall de entrada y un baño completo con mueble bajolavavo y ducha.  En planta alta (planta quinta) hay otro baño completo, en esta ocasión con bañera de hidromasaje, y dos dormitorios con armarios empotrados (el dormitorio principal tiene además un mueble a medida debajo de la ventana).  Desde las ventanas Velux hay vistas a la Ría.  La ventana Velux del dormitorio principal tiene persiana motorizada.  Calefacción hilo radiante con termostato individual en cada una de las estancias.  Zona comunitaria con barbacoa, bancos y mesa de picnic.  Plaza de garaje doble (para dos coches), véase la foto del garaje donde se observa como caben dos coches amplios de manera holgada.  Si desea visitarlo, sin coste ni compromiso, póngase en contacto con nosotros, nos adaptamos a su disponibilidad horaria, incluídos los fines de semana.",False,good,False,True,2573.0,False,False,False,False,False,False,flat,"Los Castros - Castrillón, A Coruña",Piso en Laureano Mediante,True,True,,44,,,,
15,97624605,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4f/5f/9c/985152812.jpg,46,,255000.0,flat,sale,150.0,True,4,2,Calle Juan Castro Mosquera,A Coruña,A Coruña,Ensanche - Juan Florez,es,43.3615405,-8.4083062,False,https://www.idealista.com/inmueble/97624605/,1922,"Amplia y luminosa vivienda en Calle Juan Castro Mosquera, 15005, A Coruña,  Se trata de un piso que tiene 150 m2 de los cuales 126 m2 son útiles y dispone de 4 habitaciones y 2 baños. Entramos a la vivienda y nos encontramos en un hall recibidor que nos deja mano izquierda la cocina y el salón exteriores a la calle Juan Castro Mosquera, y la derecha un largo y luminoso pasillo que nos lleva a la zona de dormitorios. Dormitorios y pasillo dan a patios de manzana muy amplios y soleados. Lo primero que nos encontramos es una amplia cocina amueblada y equipada con zona de comedor y un cuarto de lavandería independiente. A continuación tenemos el salón con una pequeña galería exterior para estudio o lectura Avanzando por el pasillo vamos dejando a ambos lados los 4 dormitorios y los dos cuartos de baño de los cuales uno cuenta con ducha y el otro con bañera. Se trata de un inmueble céntrico con calefacción y agua caliente de gas natural individual, ascensor, exterior, armarios empotrados, buen estado, fachada interior y patio interior impermeabilizados y ventanas climalit correderas. Nuestro lema es la excelencia y trabajamos día a día para mantenerla. Hacemos la experiencia de compra o venta de un inmueble única para cada uno de nuestros clientes y propietarios. Bienvenidos a la singularidad, bienvenidos a Incor. OFRECEMOS SOLUCIONES, NO PROMESAS Encuentra más en.",False,good,False,True,1700.0,False,False,False,False,False,False,flat,"Falperra-Santa Lucía, A Coruña",Piso en Calle Juan Castro Mosquera,,,,E1160,Falperra-Santa Lucía,,,
